Region	Nomregion	Provincia	Nomprov	Canton	Nomcan	Parroquia	Nompar
S	SIERRA	17	PICHINCHA	2	CAYAMBE	52	CANGAHUA
S	SIERRA	17	PICHINCHA	2	CAYAMBE	53	OLMEDO
S	SIERRA	17	PICHINCHA	2	CAYAMBE	54	OTON
S	SIERRA	17	PICHINCHA	2	CAYAMBE	55	SANTA ROSA DE CUZUBAMBA
S	SIERRA	17	PICHINCHA	3	MEJIA	50	MACHACHI
S	SIERRA	17	PICHINCHA	3	MEJIA	51	ALOAG
S	SIERRA	17	PICHINCHA	3	MEJIA	52	ALOASI
S	SIERRA	17	PICHINCHA	3	MEJIA	53	CUTUGLAHUA
S	SIERRA	17	PICHINCHA	3	MEJIA	54	EL CHAUPI
S	SIERRA	17	PICHINCHA	3	MEJIA	55	MANUEL CORNEJO ASTORGA (TANDAPI)
S	SIERRA	17	PICHINCHA	3	MEJIA	56	TAMBILLO
S	SIERRA	17	PICHINCHA	3	MEJIA	57	UYUMBICHO
S	SIERRA	17	PICHINCHA	4	PEDRO MONCAYO	50	TABACUNDO
S	SIERRA	17	PICHINCHA	4	PEDRO MONCAYO	51	LA ESPERANZA
S	SIERRA	17	PICHINCHA	4	PEDRO MONCAYO	52	MALCHINGUI
S	SIERRA	17	PICHINCHA	4	PEDRO MONCAYO	53	TOCACHI
S	SIERRA	17	PICHINCHA	4	PEDRO MONCAYO	54	TUPIGACHI
S	SIERRA	17	PICHINCHA	5	RUMIÑAHUI	1	SANGOLQUI
S	SIERRA	17	PICHINCHA	5	RUMIÑAHUI	2	SAN PEDRO DE TABOADA
S	SIERRA	17	PICHINCHA	5	RUMIÑAHUI	3	SAN RAFAEL
S	SIERRA	17	PICHINCHA	5	RUMIÑAHUI	50	SANGOLQUI
S	SIERRA	17	PICHINCHA	5	RUMIÑAHUI	51	COTOGCHOA
S	SIERRA	17	PICHINCHA	5	RUMIÑAHUI	52	RUMIPAMBA
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	1	ABRAHAM CALAZACON
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	2	BOMBOLI
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	3	CHIGUILPE
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	4	RIO TOACHI
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	5	RIO VERDE
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	6	SANTO DOMINGO DE LOS COLORADOS
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	7	ZARACAY
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	50	SANTO DOMINGO DE LOS COLORADOS
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	51	ALLURIQUIN
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	52	PUERTO LIMON
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	53	LUZ DE AMERICA
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	54	SAN JACINTO DEL BUA
S	SIERRA	17	PICHINCHA	6	SANTO DOMINGO DE LOS COLORADOS	55	VALLE HERMOSO
S	SIERRA	17	PICHINCHA	7	SAN MIGUEL DE LOS BANCOS	50	SAN MIGUEL DE LOS BANCOS
S	SIERRA	17	PICHINCHA	7	SAN MIGUEL DE LOS BANCOS	51	MINDO
S	SIERRA	17	PICHINCHA	7	SAN MIGUEL DE LOS BANCOS	52	PEDRO VICENTE MALDONADO
S	SIERRA	17	PICHINCHA	7	SAN MIGUEL DE LOS BANCOS	53	PUERTO QUITO
S	SIERRA	17	PICHINCHA	8	PEDRO VICENTE MALDONADO	50	PEDRO VICENTE MALDONADO
S	SIERRA	17	PICHINCHA	9	PUERTO QUITO	50	PUERTO QUITO
S	SIERRA	18	TUNGURAHUA	1	AMBATO	1	ATOCHA FICOA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	2	CELIANO MONGE
S	SIERRA	18	TUNGURAHUA	1	AMBATO	3	HUACHI CHICO
S	SIERRA	18	TUNGURAHUA	1	AMBATO	4	HUACHI LORETO
S	SIERRA	18	TUNGURAHUA	1	AMBATO	5	LA MERCED
S	SIERRA	18	TUNGURAHUA	1	AMBATO	6	LA PENINSULA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	7	MATRIZ
S	SIERRA	18	TUNGURAHUA	1	AMBATO	8	PISHILATA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	9	SAN FRANCISCO
S	SIERRA	18	TUNGURAHUA	1	AMBATO	50	AMBATO
S	SIERRA	18	TUNGURAHUA	1	AMBATO	51	AMBATILLO
S	SIERRA	18	TUNGURAHUA	1	AMBATO	52	ATAHUALPA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	53	AUGUSTO N. MARTINEZ
S	SIERRA	18	TUNGURAHUA	1	AMBATO	54	CONSTANTINO FERNANDEZ
S	SIERRA	18	TUNGURAHUA	1	AMBATO	55	HUACHI GRANDE
S	SIERRA	18	TUNGURAHUA	1	AMBATO	56	IZAMBA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	57	JUAN BENIGNO VELA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	58	MONTALVO
S	SIERRA	18	TUNGURAHUA	1	AMBATO	59	PASA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	60	PICAIGUA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	61	PILAGUIN (PILAHUIN)
S	SIERRA	18	TUNGURAHUA	1	AMBATO	62	QUISAPINCHA (QUIZAPINCHA)
S	SIERRA	18	TUNGURAHUA	1	AMBATO	63	SAN BARTOLOME DE PINLLOG
S	SIERRA	18	TUNGURAHUA	1	AMBATO	64	SAN FERNANDO
S	SIERRA	18	TUNGURAHUA	1	AMBATO	65	SANTA ROSA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	66	TOTORAS
S	SIERRA	18	TUNGURAHUA	1	AMBATO	67	CUNCHIBAMBA
S	SIERRA	18	TUNGURAHUA	1	AMBATO	68	UNAMUNCHO
S	SIERRA	18	TUNGURAHUA	2	BAÑOS	50	BAÑOS DE AGUA SANTA
S	SIERRA	18	TUNGURAHUA	2	BAÑOS	51	LLIGUA
S	SIERRA	18	TUNGURAHUA	2	BAÑOS	52	RIO NEGRO
S	SIERRA	18	TUNGURAHUA	2	BAÑOS	53	RIO VERDE
S	SIERRA	18	TUNGURAHUA	2	BAÑOS	54	ULBA
S	SIERRA	18	TUNGURAHUA	3	CEVALLOS	50	CEVALLOS
S	SIERRA	18	TUNGURAHUA	4	MOCHA	50	MOCHA
S	SIERRA	18	TUNGURAHUA	4	MOCHA	51	PINGUILI
S	SIERRA	18	TUNGURAHUA	5	PATATE	50	PATATE
S	SIERRA	18	TUNGURAHUA	5	PATATE	51	EL TRIUNFO
S	SIERRA	18	TUNGURAHUA	5	PATATE	52	LOS ANDES (CAB. EN POATUG)
S	SIERRA	18	TUNGURAHUA	5	PATATE	53	SUCRE
S	SIERRA	18	TUNGURAHUA	6	QUERO	50	QUERO
S	SIERRA	18	TUNGURAHUA	6	QUERO	51	RUMIPAMBA
S	SIERRA	18	TUNGURAHUA	6	QUERO	52	YANAYACU - MOCHAPATA
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	1	PELILEO
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	2	PELILEO GRANDE
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	50	PELILEO (CABECERA CANTONAL)
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	51	BENITEZ (PACHANLICA)
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	52	BOLIVAR
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	53	COTALO
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	54	CHIQUICHA
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	55	EL ROSARIO
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	56	GARCIA MORENO
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	57	GUAMBALO (HUAMBALO)
S	SIERRA	18	TUNGURAHUA	7	SAN PEDRO DE PELILEO	58	SALASACA
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	1	CIUDAD NUEVA
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	2	PILLARO
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	50	PILLARO (CABECERA CANTONAL)
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	51	BAQUERIZO MORENO
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	52	EMILIO MARIA TERAN (RUMIPAMBA)
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	53	MARCOS ESPINEL
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	54	PRESIDENTE URBINA
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	55	SAN ANDRES
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	56	SAN JOSE DE POALO
S	SIERRA	18	TUNGURAHUA	8	SANTIAGO DE PILLARO	57	SAN MIGUELITO
S	SIERRA	18	TUNGURAHUA	9	TISALEO	50	TISALEO
S	SIERRA	18	TUNGURAHUA	9	TISALEO	51	QUINCHICOTO
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	1	LIMON
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	2	ZAMORA
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	50	ZAMORA
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	51	CUMBARATZA
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	52	GUADALUPE
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	53	IMBANA (LA VICTORIA DE IMBANA)
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	54	PAQUISHA
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	55	SABANILLA
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	56	TIMBARA
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	57	ZUMBI
O	ORIENTE	19	ZAMORA CHINCHIPE	1	ZAMORA	58	SAN CARLOS DE LAS MINAS
O	ORIENTE	19	ZAMORA CHINCHIPE	2	CHINCHIPE	50	ZUMBA
O	ORIENTE	19	ZAMORA CHINCHIPE	2	CHINCHIPE	51	CHITO
O	ORIENTE	19	ZAMORA CHINCHIPE	2	CHINCHIPE	52	EL CHORRO
O	ORIENTE	19	ZAMORA CHINCHIPE	2	CHINCHIPE	53	EL PORVENIR DEL CARMEN
O	ORIENTE	19	ZAMORA CHINCHIPE	2	CHINCHIPE	54	LA CHONTA
O	ORIENTE	19	ZAMORA CHINCHIPE	2	CHINCHIPE	55	PALANDA
O	ORIENTE	19	ZAMORA CHINCHIPE	2	CHINCHIPE	56	PUCAPAMBA
O	ORIENTE	19	ZAMORA CHINCHIPE	2	CHINCHIPE	57	SAN FRANCISCO DEL VERGEL
O	ORIENTE	19	ZAMORA CHINCHIPE	2	CHINCHIPE	58	VALLADOLID
O	ORIENTE	19	ZAMORA CHINCHIPE	3	NANGARITZA	50	GUAYZIMI
O	ORIENTE	19	ZAMORA CHINCHIPE	3	NANGARITZA	51	ZURMI
O	ORIENTE	19	ZAMORA CHINCHIPE	4	YACUAMBI	50	 28 DE MAYO
O	ORIENTE	19	ZAMORA CHINCHIPE	4	YACUAMBI	51	LA PAZ
O	ORIENTE	19	ZAMORA CHINCHIPE	4	YACUAMBI	52	TUTUPALI
O	ORIENTE	19	ZAMORA CHINCHIPE	5	YANTZAZA	50	YANZATZA
O	ORIENTE	19	ZAMORA CHINCHIPE	5	YANTZAZA	51	CHICAÑA
O	ORIENTE	19	ZAMORA CHINCHIPE	5	YANTZAZA	52	EL PANGUI
O	ORIENTE	19	ZAMORA CHINCHIPE	5	YANTZAZA	53	LOS ENCUENTROS
O	ORIENTE	19	ZAMORA CHINCHIPE	6	EL PANGUI	50	EL PANGUI
O	ORIENTE	19	ZAMORA CHINCHIPE	6	EL PANGUI	51	EL GUISME
O	ORIENTE	19	ZAMORA CHINCHIPE	6	EL PANGUI	52	PACHICUTZA
O	ORIENTE	19	ZAMORA CHINCHIPE	6	EL PANGUI	53	TUNDAYME
O	ORIENTE	19	ZAMORA CHINCHIPE	7	CENTINELA DEL CONDOR	50	ZUMBI
O	ORIENTE	19	ZAMORA CHINCHIPE	7	CENTINELA DEL CONDOR	51	PAQUISHA
O	ORIENTE	19	ZAMORA CHINCHIPE	8	PALANDA	50	PALANDA
O	ORIENTE	19	ZAMORA CHINCHIPE	8	PALANDA	51	EL PORVENIR DEL CARMEN
O	ORIENTE	19	ZAMORA CHINCHIPE	8	PALANDA	52	SAN FRANCISCO DE VERGEL
O	ORIENTE	19	ZAMORA CHINCHIPE	8	PALANDA	53	VALLADOLID
I	INSULAR	20	GALAPAGOS	1	SAN CRISTOBAL	50	PUERTO BAQUERIZO MORENO
I	INSULAR	20	GALAPAGOS	1	SAN CRISTOBAL	51	EL PROGRESO
I	INSULAR	20	GALAPAGOS	1	SAN CRISTOBAL	52	ISLA SANTA MARIA (FLOREANA)
I	INSULAR	20	GALAPAGOS	2	ISABELA	50	PUERTO VILLAMIL
I	INSULAR	20	GALAPAGOS	2	ISABELA	51	TOMAS DE BERLANGA (SANTO TOMAS)
I	INSULAR	20	GALAPAGOS	3	SANTA CRUZ	50	PUERTO AYORA
I	INSULAR	20	GALAPAGOS	3	SANTA CRUZ	51	BELLAVISTA
I	INSULAR	20	GALAPAGOS	3	SANTA CRUZ	52	SANTA ROSA
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	50	NUEVA LOJA
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	51	CUYABENO
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	52	DURENO
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	53	GENERAL FARFAN
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	54	TARAPOA
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	55	EL ENO
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	56	PACAYACU
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	57	JAMBELI
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	58	SANTA CECILIA
O	ORIENTE	21	SUCUMBIOS	1	LAGO AGRIO	59	AGUAS NEGRAS
O	ORIENTE	21	SUCUMBIOS	2	GONZALO PIZARRO	50	EL DORADO DE CASCALES
O	ORIENTE	21	SUCUMBIOS	2	GONZALO PIZARRO	51	EL REVENTADOR
O	ORIENTE	21	SUCUMBIOS	2	GONZALO PIZARRO	52	GONZALO PIZARO
O	ORIENTE	21	SUCUMBIOS	2	GONZALO PIZARRO	53	LUMBAQUI
O	ORIENTE	21	SUCUMBIOS	2	GONZALO PIZARRO	54	PUERTO LIBRE
O	ORIENTE	21	SUCUMBIOS	2	GONZALO PIZARRO	55	SANTA ROSA DE SUCUMBIOS
O	ORIENTE	21	SUCUMBIOS	3	PUTUMAYO	50	PUERTO EL CARMEN DEL PUTUMAYO
O	ORIENTE	21	SUCUMBIOS	3	PUTUMAYO	51	PALMA ROJA
O	ORIENTE	21	SUCUMBIOS	3	PUTUMAYO	52	PUERTO BOLIVAR
O	ORIENTE	21	SUCUMBIOS	3	PUTUMAYO	53	PUERTO RODRIGUEZ
O	ORIENTE	21	SUCUMBIOS	3	PUTUMAYO	54	SANTA ELENA
O	ORIENTE	21	SUCUMBIOS	4	SHUSHUFINDI	50	SHUSHUFINDI
O	ORIENTE	21	SUCUMBIOS	4	SHUSHUFINDI	51	LIMONCOCHA
O	ORIENTE	21	SUCUMBIOS	4	SHUSHUFINDI	52	PAÑACOCHA
O	ORIENTE	21	SUCUMBIOS	4	SHUSHUFINDI	53	SAN ROQUE (CAB. SAN VICENTE)
O	ORIENTE	21	SUCUMBIOS	4	SHUSHUFINDI	54	SAN PEDRO DE LOS COFANES
O	ORIENTE	21	SUCUMBIOS	4	SHUSHUFINDI	55	SIETE DE JULIO
O	ORIENTE	21	SUCUMBIOS	5	SUCUMBIOS	50	LA BONITA
O	ORIENTE	21	SUCUMBIOS	5	SUCUMBIOS	51	EL PLAYON DE SAN FRANCISCO
O	ORIENTE	21	SUCUMBIOS	5	SUCUMBIOS	52	LA SOFIA
O	ORIENTE	21	SUCUMBIOS	5	SUCUMBIOS	53	ROSA FLORIDA
O	ORIENTE	21	SUCUMBIOS	5	SUCUMBIOS	54	SANTA BARBARA
O	ORIENTE	21	SUCUMBIOS	6	CASCALES	50	EL DORADO DE CASCALES
O	ORIENTE	21	SUCUMBIOS	6	CASCALES	51	SANTA ROSA DE SUCUMBIOS
O	ORIENTE	21	SUCUMBIOS	6	CASCALES	52	SEVILLA
O	ORIENTE	21	SUCUMBIOS	7	CUYABENO	50	TARAPOA
O	ORIENTE	21	SUCUMBIOS	7	CUYABENO	51	CUYABENO
O	ORIENTE	21	SUCUMBIOS	7	CUYABENO	52	AGUAS NEGRAS
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	50	PUERTO FRANCISCO DE ORELLANA (COCA)
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	51	DAYUMA
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	52	TARACOA
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	53	ALEJANDRO LABACA
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	54	EL DORADO
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	55	EL EDEN
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	56	GARCIA MORENO
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	57	INES ARANGO
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	58	LA BELLEZA
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	59	NUEVO PARAISO
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	60	SAN JOSE DE GUAYUSA
O	ORIENTE	22	FRANCISCO DE ORELLANA	1	ORELLANA	61	SAN LUIS DE ARMENIA
O	ORIENTE	22	FRANCISCO DE ORELLANA	2	AGUARICO	50	NUEVO ROCAFUERTE
O	ORIENTE	22	FRANCISCO DE ORELLANA	2	AGUARICO	51	CAPITAN AUGUSTO RIVADENEYRA
O	ORIENTE	22	FRANCISCO DE ORELLANA	2	AGUARICO	52	CONONACO
O	ORIENTE	22	FRANCISCO DE ORELLANA	2	AGUARICO	53	SANTA MARIA DE HUIRIRIMA
O	ORIENTE	22	FRANCISCO DE ORELLANA	2	AGUARICO	54	TIPUTINI
O	ORIENTE	22	FRANCISCO DE ORELLANA	2	AGUARICO	55	YASUNI
O	ORIENTE	22	FRANCISCO DE ORELLANA	3	LA JOYA DE LOS SACHAS	50	LA JOYA DE LOS SACHAS
O	ORIENTE	22	FRANCISCO DE ORELLANA	3	LA JOYA DE LOS SACHAS	51	ENOKANQUI
O	ORIENTE	22	FRANCISCO DE ORELLANA	3	LA JOYA DE LOS SACHAS	52	POMPEYA
O	ORIENTE	22	FRANCISCO DE ORELLANA	3	LA JOYA DE LOS SACHAS	53	SAN CARLOS
O	ORIENTE	22	FRANCISCO DE ORELLANA	3	LA JOYA DE LOS SACHAS	54	SAN SEBASTIAN DEL COCA
O	ORIENTE	22	FRANCISCO DE ORELLANA	3	LA JOYA DE LOS SACHAS	55	LAGO SAN PEDRO
O	ORIENTE	22	FRANCISCO DE ORELLANA	3	LA JOYA DE LOS SACHAS	56	RUMIPAMBA
O	ORIENTE	22	FRANCISCO DE ORELLANA	3	LA JOYA DE LOS SACHAS	57	TRES DE NOVIEMBRE
O	ORIENTE	22	FRANCISCO DE ORELLANA	3	LA JOYA DE LOS SACHAS	58	UNION MILAGREÑA
O	ORIENTE	22	FRANCISCO DE ORELLANA	4	LORETO	50	LORETO
O	ORIENTE	22	FRANCISCO DE ORELLANA	4	LORETO	51	AVILA (CAB. EN HUIRUNO)
O	ORIENTE	22	FRANCISCO DE ORELLANA	4	LORETO	52	PUERTO MURIALDO
O	ORIENTE	22	FRANCISCO DE ORELLANA	4	LORETO	53	SAN JOSE DEL PAYAMINO
O	ORIENTE	22	FRANCISCO DE ORELLANA	4	LORETO	54	SAN JOSE DE DAHUANO
O	ORIENTE	22	FRANCISCO DE ORELLANA	4	LORETO	55	SAN VICENTE DE HUATICOCHA Pruebas
C	COSTA	99	PROVINCIA NO DELIMITADA	99	NO DELIMITADO	51	LAS GOLONDRINAS
C	COSTA	99	PROVINCIA NO DELIMITADA	99	NO DELIMITADO	52	LA CONCORDIA
C	COSTA	99	PROVINCIA NO DELIMITADA	99	NO DELIMITADO	53	MANGA DEL CURA
C	COSTA	99	PROVINCIA NO DELIMITADA	99	NO DELIMITADO	54	EL PIEDRERO
C	COSTA	99	PROVINCIA NO DELIMITADA	99	NO DELIMITADO	55	LA INDEPENDENCIA
C	COSTA	99	PROVINCIA NO DELIMITADA	99	NO DELIMITADO	56	EL PARAISO
