Region	Nomregion	Provincia	Nomprov	Canton	Nomcan	Parroquia	Nompar
S	SIERRA	11	LOJA	12	SOZORANGA	51	NUEVA FATIMA
S	SIERRA	11	LOJA	12	SOZORANGA	52	TACAMOROS
S	SIERRA	11	LOJA	13	ZAPOTILLO	50	ZAPOTILLO
S	SIERRA	11	LOJA	13	ZAPOTILLO	51	CAZADEROS (CAB.EN MANGAURCO)
S	SIERRA	11	LOJA	13	ZAPOTILLO	52	GARZAREAL
S	SIERRA	11	LOJA	13	ZAPOTILLO	53	LIMONES
S	SIERRA	11	LOJA	13	ZAPOTILLO	54	PALETILLAS
S	SIERRA	11	LOJA	14	PINDAL	50	PINDAL
S	SIERRA	11	LOJA	14	PINDAL	51	CHAQUINAL
S	SIERRA	11	LOJA	14	PINDAL	52	 12 DE DICIEMBRE
S	SIERRA	11	LOJA	15	QUILANGA	50	QUILANGA
S	SIERRA	11	LOJA	15	QUILANGA	51	FUNDOCHAMBA
S	SIERRA	11	LOJA	15	QUILANGA	52	SAN ANTONIO DE LAS ARADAS
S	SIERRA	11	LOJA	16	OLMEDO	50	OLMEDO
S	SIERRA	11	LOJA	16	OLMEDO	51	LA TINGUE
C	COSTA	12	LOS RIOS	1	BABAHOYO	1	CLEMENTE BAQUERIZO
C	COSTA	12	LOS RIOS	1	BABAHOYO	2	DR. CAMILO PONCE
C	COSTA	12	LOS RIOS	1	BABAHOYO	3	BARREIRO
C	COSTA	12	LOS RIOS	1	BABAHOYO	4	EL SALTO
C	COSTA	12	LOS RIOS	1	BABAHOYO	50	BABAHOYO
C	COSTA	12	LOS RIOS	1	BABAHOYO	51	BARREIRO (SANTA RITA)
C	COSTA	12	LOS RIOS	1	BABAHOYO	52	CARACOL
C	COSTA	12	LOS RIOS	1	BABAHOYO	53	FEBRES CORDERO (LAS JUNTAS)
C	COSTA	12	LOS RIOS	1	BABAHOYO	54	PIMOCHA
C	COSTA	12	LOS RIOS	1	BABAHOYO	55	LA UNION
C	COSTA	12	LOS RIOS	2	BABA	50	BABA
C	COSTA	12	LOS RIOS	2	BABA	51	GUARE
C	COSTA	12	LOS RIOS	2	BABA	52	ISLA DE BEJUCAL
C	COSTA	12	LOS RIOS	3	MONTALVO	50	MONTALVO
C	COSTA	12	LOS RIOS	4	PUEBLOVIEJO	50	PUEBLOVIEJO
C	COSTA	12	LOS RIOS	4	PUEBLOVIEJO	51	PUERTO PECHICHE
C	COSTA	12	LOS RIOS	4	PUEBLOVIEJO	52	SAN JUAN
C	COSTA	12	LOS RIOS	5	QUEVEDO	1	QUEVEDO
C	COSTA	12	LOS RIOS	5	QUEVEDO	2	SAN CAMILO
C	COSTA	12	LOS RIOS	5	QUEVEDO	3	SAN JOSE
C	COSTA	12	LOS RIOS	5	QUEVEDO	4	GUAYACAN
C	COSTA	12	LOS RIOS	5	QUEVEDO	5	NICOLAS INFANTE DIAZ
C	COSTA	12	LOS RIOS	5	QUEVEDO	6	SAN CRISTOBAL
C	COSTA	12	LOS RIOS	5	QUEVEDO	7	SIETE DE OCTUBRE
C	COSTA	12	LOS RIOS	5	QUEVEDO	8	 24 DE MAYO
C	COSTA	12	LOS RIOS	5	QUEVEDO	9	VENUS DEL RIO QUEVEDO
C	COSTA	12	LOS RIOS	5	QUEVEDO	10	VIVA ALFARO
C	COSTA	12	LOS RIOS	5	QUEVEDO	50	QUEVEDO
C	COSTA	12	LOS RIOS	5	QUEVEDO	51	BUENA FE
C	COSTA	12	LOS RIOS	5	QUEVEDO	52	MOCACHE
C	COSTA	12	LOS RIOS	5	QUEVEDO	53	SAN CARLOS
C	COSTA	12	LOS RIOS	5	QUEVEDO	54	VALENCIA
C	COSTA	12	LOS RIOS	5	QUEVEDO	55	LA ESPERANZA
C	COSTA	12	LOS RIOS	6	URDANETA	50	CATARAMA
C	COSTA	12	LOS RIOS	6	URDANETA	51	RICAURTE
C	COSTA	12	LOS RIOS	7	VENTANAS	50	VENTANAS
C	COSTA	12	LOS RIOS	7	VENTANAS	51	QUINSALOMA
C	COSTA	12	LOS RIOS	7	VENTANAS	52	ZAPOTAL
C	COSTA	12	LOS RIOS	8	VINCES	50	VINCES
C	COSTA	12	LOS RIOS	8	VINCES	51	ANTONIO SOTOMAYOR
C	COSTA	12	LOS RIOS	8	VINCES	52	PALENQUE
C	COSTA	12	LOS RIOS	9	PALENQUE	50	PALENQUE
C	COSTA	12	LOS RIOS	10	BUENA FE	50	SAN JACINTO DE BUENA FE,
C	COSTA	12	LOS RIOS	10	BUENA FE	51	PATRICIA PILAR
C	COSTA	12	LOS RIOS	11	VALENCIA	50	VALENCIA
C	COSTA	12	LOS RIOS	12	MOCACHE	50	MOCACHE
C	COSTA	13	MANABI	1	PORTOVIEJO	1	ANDRES DE VERA
C	COSTA	13	MANABI	1	PORTOVIEJO	2	COLON
C	COSTA	13	MANABI	1	PORTOVIEJO	3	 12 DE MARZO
C	COSTA	13	MANABI	1	PORTOVIEJO	4	PICOAZA
C	COSTA	13	MANABI	1	PORTOVIEJO	5	PORTOVIEJO
C	COSTA	13	MANABI	1	PORTOVIEJO	6	SAN PABLO
C	COSTA	13	MANABI	1	PORTOVIEJO	50	PORTOVIEJO
C	COSTA	13	MANABI	1	PORTOVIEJO	51	ABDON CALDERON
C	COSTA	13	MANABI	1	PORTOVIEJO	52	ALHAJUELA (BAJO GRANDE)
C	COSTA	13	MANABI	1	PORTOVIEJO	53	CRUCITA
C	COSTA	13	MANABI	1	PORTOVIEJO	54	PUEBLO NUEVO
C	COSTA	13	MANABI	1	PORTOVIEJO	55	RIOCHICO
C	COSTA	13	MANABI	1	PORTOVIEJO	56	SAN PLACIDO
C	COSTA	13	MANABI	1	PORTOVIEJO	57	CHIRIJOS
C	COSTA	13	MANABI	2	BOLIVAR	50	CALCETA
C	COSTA	13	MANABI	2	BOLIVAR	51	MEMBRILLO
C	COSTA	13	MANABI	2	BOLIVAR	52	QUIROGA
C	COSTA	13	MANABI	3	CHONE	1	CHONE
C	COSTA	13	MANABI	3	CHONE	2	SANTA RITA
C	COSTA	13	MANABI	3	CHONE	50	CHONE
C	COSTA	13	MANABI	3	CHONE	51	BOYACA
C	COSTA	13	MANABI	3	CHONE	52	CANUTO
C	COSTA	13	MANABI	3	CHONE	53	CONVENTO
C	COSTA	13	MANABI	3	CHONE	54	CHIBUNGA
C	COSTA	13	MANABI	3	CHONE	55	ELOY ALFARO
C	COSTA	13	MANABI	3	CHONE	56	RICAURTE
C	COSTA	13	MANABI	3	CHONE	57	SAN ANTONIO
C	COSTA	13	MANABI	4	EL CARMEN	1	EL CARMEN
C	COSTA	13	MANABI	4	EL CARMEN	2	 4 DE DICIEMBRE
C	COSTA	13	MANABI	4	EL CARMEN	50	EL CARMEN
C	COSTA	13	MANABI	4	EL CARMEN	51	WILFRIDO LOOR MOREIRA (MAICITO)
C	COSTA	13	MANABI	4	EL CARMEN	52	SAN PEDRO DE SUMA
C	COSTA	13	MANABI	5	FLAVIO ALFARO	50	FLAVIO ALFARO
C	COSTA	13	MANABI	5	FLAVIO ALFARO	51	SAN FRANCISCO DE NOVILLO
C	COSTA	13	MANABI	5	FLAVIO ALFARO	52	ZAPALLO
C	COSTA	13	MANABI	6	JIPIJAPA	1	DR. MIGUEL MORAN LUCIO
C	COSTA	13	MANABI	6	JIPIJAPA	2	MANUEL INOCENCIO PARRALES
C	COSTA	13	MANABI	6	JIPIJAPA	3	SAN LORENZO DE JIPIJAPA
C	COSTA	13	MANABI	6	JIPIJAPA	50	JIPIJAPA
C	COSTA	13	MANABI	6	JIPIJAPA	51	AMERICA
C	COSTA	13	MANABI	6	JIPIJAPA	52	EL ANEGADO
C	COSTA	13	MANABI	6	JIPIJAPA	53	JULCUY
C	COSTA	13	MANABI	6	JIPIJAPA	54	LA UNION
C	COSTA	13	MANABI	6	JIPIJAPA	55	MACHALILLA
C	COSTA	13	MANABI	6	JIPIJAPA	56	MEMBRILLAL
C	COSTA	13	MANABI	6	JIPIJAPA	57	PEDRO PABLO GOMEZ
C	COSTA	13	MANABI	6	JIPIJAPA	58	PUERTO DE CAYO
C	COSTA	13	MANABI	6	JIPIJAPA	59	PUERTO LOPEZ
C	COSTA	13	MANABI	7	JUNIN	50	JUNIN
C	COSTA	13	MANABI	8	MANTA	1	LOS ESTEROS
C	COSTA	13	MANABI	8	MANTA	2	MANTA
C	COSTA	13	MANABI	8	MANTA	3	SAN MATEO
C	COSTA	13	MANABI	8	MANTA	4	TARQUI
C	COSTA	13	MANABI	8	MANTA	5	ELOY ALFARO
C	COSTA	13	MANABI	8	MANTA	50	MANTA
C	COSTA	13	MANABI	8	MANTA	51	SAN LORENZO
C	COSTA	13	MANABI	8	MANTA	52	SANTA MARIANITA (BOCA DE PACOCHE)
C	COSTA	13	MANABI	9	MONTECRISTI	1	ANIBAL SAN ANDRES
C	COSTA	13	MANABI	9	MONTECRISTI	2	MONTECRISTI
C	COSTA	13	MANABI	9	MONTECRISTI	50	MONTECRISTI
C	COSTA	13	MANABI	9	MONTECRISTI	51	JARAMIJO
C	COSTA	13	MANABI	9	MONTECRISTI	52	LA PILA
C	COSTA	13	MANABI	10	PAJAN	50	PAJAN
C	COSTA	13	MANABI	10	PAJAN	51	CAMPOZANO (LA PALMA DE PAJAN)
C	COSTA	13	MANABI	10	PAJAN	52	CASCOL
C	COSTA	13	MANABI	10	PAJAN	53	GUALE
C	COSTA	13	MANABI	10	PAJAN	54	LASCANO
C	COSTA	13	MANABI	11	PICHINCHA	50	PICHINCHA
C	COSTA	13	MANABI	11	PICHINCHA	51	BARRAGANETE
C	COSTA	13	MANABI	11	PICHINCHA	52	SAN SEBASTIAN
C	COSTA	13	MANABI	12	ROCAFUERTE	50	ROCAFUERTE
C	COSTA	13	MANABI	13	SANTA ANA	1	SANTA ANA
C	COSTA	13	MANABI	13	SANTA ANA	2	LODANA
C	COSTA	13	MANABI	13	SANTA ANA	50	SANTA ANA DE VUELTA LARGA
C	COSTA	13	MANABI	13	SANTA ANA	51	AYACUCHO
C	COSTA	13	MANABI	13	SANTA ANA	52	HONORATO VASQUEZ
C	COSTA	13	MANABI	13	SANTA ANA	53	LA UNION
C	COSTA	13	MANABI	13	SANTA ANA	54	OLMEDO
C	COSTA	13	MANABI	13	SANTA ANA	55	SAN PABLO
C	COSTA	13	MANABI	14	SUCRE	1	BAHIA DE CARAQUEZ
C	COSTA	13	MANABI	14	SUCRE	2	LEONIDAS PLAZA GUTIERREZ
C	COSTA	13	MANABI	14	SUCRE	50	BAHIA DE CARAQUEZ
C	COSTA	13	MANABI	14	SUCRE	51	CANOA
C	COSTA	13	MANABI	14	SUCRE	52	CIJIMIES
C	COSTA	13	MANABI	14	SUCRE	53	CHARAPOTO
C	COSTA	13	MANABI	14	SUCRE	54	 10 DE AGOSTO
C	COSTA	13	MANABI	14	SUCRE	55	JAMA
C	COSTA	13	MANABI	14	SUCRE	56	PEDERNALES
C	COSTA	13	MANABI	14	SUCRE	57	SAN ISIDRO
C	COSTA	13	MANABI	14	SUCRE	58	SAN VICENTE
C	COSTA	13	MANABI	15	TOSAGUA	50	TOSAGUA
C	COSTA	13	MANABI	15	TOSAGUA	51	BACHILLERO
C	COSTA	13	MANABI	15	TOSAGUA	52	ANGEL PEDRO GILER (ESTANCILLA)
C	COSTA	13	MANABI	16	 24 DE MAYO	50	SUCRE
C	COSTA	13	MANABI	16	 24 DE MAYO	51	BELLAVISTA
C	COSTA	13	MANABI	16	 24 DE MAYO	52	NOBOA
C	COSTA	13	MANABI	16	 24 DE MAYO	53	ARQ. SIXTO DURAN BALLEN
C	COSTA	13	MANABI	17	PEDERNALES	50	PEDERNALES
C	COSTA	13	MANABI	17	PEDERNALES	51	COJIMIES
C	COSTA	13	MANABI	17	PEDERNALES	52	 10 DE AGOSTO
C	COSTA	13	MANABI	17	PEDERNALES	53	ATAHUALPA
C	COSTA	13	MANABI	18	OLMEDO	50	OLMEDO
C	COSTA	13	MANABI	19	PUERTO LOPEZ	50	PUERTO LOPEZ
C	COSTA	13	MANABI	19	PUERTO LOPEZ	51	MACHALILLA
C	COSTA	13	MANABI	19	PUERTO LOPEZ	52	SALANGO
C	COSTA	13	MANABI	20	JAMA	50	JAMA
C	COSTA	13	MANABI	21	JARAMIJO	50	JARAMIJO
C	COSTA	13	MANABI	22	SAN VICENTE	50	SAN VICENTE
C	COSTA	13	MANABI	22	SAN VICENTE	51	CANOA
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	50	MACAS
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	51	ALSHI (CAB. EN 9 DE OCTUBRE)
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	52	CHIGUAZA
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	53	GENERAL PROAÑO
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	54	*HUASAGA (CAB.EN WAMPUK)
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	55	MACUMA
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	56	SAN ISIDRO
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	57	SEVILLA DON BOSCO
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	58	SINAI
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	59	TAISHA
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	60	ZUÑA
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	61	TUUTINENTZA
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	62	CUCHAENTZA
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	63	SAN JOSE DE MORONA
O	ORIENTE	14	MORONA SANTIAGO	1	MORONA	64	RIO BLANCO
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	1	GUALAQUIZA
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	2	MERCEDES MOLINA
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	50	GUALAQUIZA
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	51	AMAZONAS (ROSARIO DE CUYES)
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	52	BERMEJOS
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	53	BOMBOIZA
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	54	CHIGÜINDA
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	55	EL ROSARIO
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	56	NUEVA TARQUI
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	57	SAN MIGUEL DE CUYES
O	ORIENTE	14	MORONA SANTIAGO	2	GUALAQUIZA	58	EL IDEAL
O	ORIENTE	14	MORONA SANTIAGO	3	LIMON INDANZA	50	GENERAL LEONIDAS PLAZA GUTIERREZ (LIMON)
O	ORIENTE	14	MORONA SANTIAGO	3	LIMON INDANZA	51	INDANZA
O	ORIENTE	14	MORONA SANTIAGO	3	LIMON INDANZA	52	PAN DE AZUCAR
O	ORIENTE	14	MORONA SANTIAGO	3	LIMON INDANZA	53	SAN ANTONIO
O	ORIENTE	14	MORONA SANTIAGO	3	LIMON INDANZA	54	SAN CARLOS DE LIMON
O	ORIENTE	14	MORONA SANTIAGO	3	LIMON INDANZA	55	SAN JUAN BOSCO
O	ORIENTE	14	MORONA SANTIAGO	3	LIMON INDANZA	56	SAN MIGUEL DE CONCHAY
O	ORIENTE	14	MORONA SANTIAGO	3	LIMON INDANZA	57	SANTA SUSANA DE CHIVIAZA
O	ORIENTE	14	MORONA SANTIAGO	3	LIMON INDANZA	58	YUNGANZA
O	ORIENTE	14	MORONA SANTIAGO	4	PALORA	50	PALORA (METZERA)
O	ORIENTE	14	MORONA SANTIAGO	4	PALORA	51	ARAPICOS
O	ORIENTE	14	MORONA SANTIAGO	4	PALORA	52	CUMANDA
O	ORIENTE	14	MORONA SANTIAGO	4	PALORA	53	HUAMBOYA
O	ORIENTE	14	MORONA SANTIAGO	4	PALORA	54	SANGAY
O	ORIENTE	14	MORONA SANTIAGO	4	PALORA	55	 16 DE AGOSTO
O	ORIENTE	14	MORONA SANTIAGO	5	SANTIAGO	50	SANTIAGO DE MENDEZ
O	ORIENTE	14	MORONA SANTIAGO	5	SANTIAGO	51	COPAL
O	ORIENTE	14	MORONA SANTIAGO	5	SANTIAGO	52	CHUPIANZA
O	ORIENTE	14	MORONA SANTIAGO	5	SANTIAGO	53	PATUCA
O	ORIENTE	14	MORONA SANTIAGO	5	SANTIAGO	54	SAN LUIS DE EL ACHO
O	ORIENTE	14	MORONA SANTIAGO	5	SANTIAGO	55	SANTIAGO
O	ORIENTE	14	MORONA SANTIAGO	5	SANTIAGO	56	TAYUZA
O	ORIENTE	14	MORONA SANTIAGO	5	SANTIAGO	57	SAN FRANCISCO DE CHINIMBIMI
O	ORIENTE	14	MORONA SANTIAGO	6	SUCUA	50	SUCUA
O	ORIENTE	14	MORONA SANTIAGO	6	SUCUA	51	ASUNCION
O	ORIENTE	14	MORONA SANTIAGO	6	SUCUA	52	HUAMBI
O	ORIENTE	14	MORONA SANTIAGO	6	SUCUA	53	LOGROÑO
O	ORIENTE	14	MORONA SANTIAGO	6	SUCUA	54	YAUPI
O	ORIENTE	14	MORONA SANTIAGO	6	SUCUA	55	SANTA MARIANITA DE JESUS
O	ORIENTE	14	MORONA SANTIAGO	7	HUAMBOYA	50	HUAMBROYA
O	ORIENTE	14	MORONA SANTIAGO	7	HUAMBOYA	51	CHIGUAZA
O	ORIENTE	14	MORONA SANTIAGO	7	HUAMBOYA	52	PABLO VI
O	ORIENTE	14	MORONA SANTIAGO	8	SAN JUAN BOSCO	50	SAN JUAN BOSCO
O	ORIENTE	14	MORONA SANTIAGO	8	SAN JUAN BOSCO	51	PAN DE AZUCAR
O	ORIENTE	14	MORONA SANTIAGO	8	SAN JUAN BOSCO	52	SAN CARLOS DE LIMON
O	ORIENTE	14	MORONA SANTIAGO	8	SAN JUAN BOSCO	53	SAN JACINTO DE WAKAMBEIS
O	ORIENTE	14	MORONA SANTIAGO	8	SAN JUAN BOSCO	54	SANTIAGO DE PANANZA
O	ORIENTE	14	MORONA SANTIAGO	9	TAISHA	50	TAISHA
O	ORIENTE	14	MORONA SANTIAGO	9	TAISHA	51	HUASAGA (CAB. EN WAMPUK)
O	ORIENTE	14	MORONA SANTIAGO	9	TAISHA	52	MACUMA
O	ORIENTE	14	MORONA SANTIAGO	9	TAISHA	53	TUUTINENTZA
O	ORIENTE	14	MORONA SANTIAGO	10	LOGROÑO	50	LOGROÑO
O	ORIENTE	14	MORONA SANTIAGO	10	LOGROÑO	51	YAUPI
O	ORIENTE	14	MORONA SANTIAGO	10	LOGROÑO	52	SHIMPIS
O	ORIENTE	14	MORONA SANTIAGO	11	PABLO VI	50	PABLO VI
O	ORIENTE	15	NAPO	1	TENA	50	TENA
O	ORIENTE	15	NAPO	1	TENA	51	AHUANO
O	ORIENTE	15	NAPO	1	TENA	52	CARLOS JULIO AROSEMENA TOLA
O	ORIENTE	15	NAPO	1	TENA	53	CHONTAPUNTA
O	ORIENTE	15	NAPO	1	TENA	54	PANO
O	ORIENTE	15	NAPO	1	TENA	55	PUERTO MISAHUALLI
O	ORIENTE	15	NAPO	1	TENA	56	PUERTO NAPO
O	ORIENTE	15	NAPO	1	TENA	57	TALAG
O	ORIENTE	15	NAPO	3	ARCHIDONA	50	ARCHIDONA
O	ORIENTE	15	NAPO	3	ARCHIDONA	51	AVILA
O	ORIENTE	15	NAPO	3	ARCHIDONA	52	COTUNDO
O	ORIENTE	15	NAPO	3	ARCHIDONA	53	LORETO
O	ORIENTE	15	NAPO	3	ARCHIDONA	54	SAN PABLO DE USHPAYACU
O	ORIENTE	15	NAPO	3	ARCHIDONA	55	PUERTO MURIALDO
O	ORIENTE	15	NAPO	4	EL CHACO	50	EL CHACO
O	ORIENTE	15	NAPO	4	EL CHACO	51	GONZALO DIAZ DE PINEDA
O	ORIENTE	15	NAPO	4	EL CHACO	52	LINARES
O	ORIENTE	15	NAPO	4	EL CHACO	53	OYACACHI
O	ORIENTE	15	NAPO	4	EL CHACO	54	SANTA ROSA
O	ORIENTE	15	NAPO	4	EL CHACO	55	SARDINAS
O	ORIENTE	15	NAPO	7	QUIJOS	50	BAEZA
O	ORIENTE	15	NAPO	7	QUIJOS	51	COSANGA
O	ORIENTE	15	NAPO	7	QUIJOS	52	CUYUJA
O	ORIENTE	15	NAPO	7	QUIJOS	53	PAPALLACTA
O	ORIENTE	15	NAPO	7	QUIJOS	54	SAN FRANCISCO DE BORJA
O	ORIENTE	15	NAPO	7	QUIJOS	55	SAN JOSE DEL PAYAMINO
O	ORIENTE	15	NAPO	7	QUIJOS	56	SUMACO
O	ORIENTE	15	NAPO	9	CARLOS JULIO AROSEMENA	50	CARLOS JULIO AROSEMENA TOLA
O	ORIENTE	16	PASTAZA	1	PASTAZA	50	PUYO
O	ORIENTE	16	PASTAZA	1	PASTAZA	51	ARAJUNO
O	ORIENTE	16	PASTAZA	1	PASTAZA	52	CANELOS
O	ORIENTE	16	PASTAZA	1	PASTAZA	53	CURARAY
O	ORIENTE	16	PASTAZA	1	PASTAZA	54	DIEZ DE AGOSTO
O	ORIENTE	16	PASTAZA	1	PASTAZA	55	FATIMA
O	ORIENTE	16	PASTAZA	1	PASTAZA	56	MONTALVO (ANDOAS)
O	ORIENTE	16	PASTAZA	1	PASTAZA	57	POMONA
O	ORIENTE	16	PASTAZA	1	PASTAZA	58	RIO CORRIENTES
O	ORIENTE	16	PASTAZA	1	PASTAZA	59	RIO TIGRE
O	ORIENTE	16	PASTAZA	1	PASTAZA	60	SANTA CLARA
O	ORIENTE	16	PASTAZA	1	PASTAZA	61	SARAYACU
O	ORIENTE	16	PASTAZA	1	PASTAZA	62	SIMON BOLIVAR
O	ORIENTE	16	PASTAZA	1	PASTAZA	63	TARQUI
O	ORIENTE	16	PASTAZA	1	PASTAZA	64	TENIENTE HUGO ORTIZ
O	ORIENTE	16	PASTAZA	1	PASTAZA	65	VERA CRUZ
O	ORIENTE	16	PASTAZA	1	PASTAZA	66	EL TRIUNFO
O	ORIENTE	16	PASTAZA	2	MERA	50	MERA
O	ORIENTE	16	PASTAZA	2	MERA	51	MADRE TIERRA
O	ORIENTE	16	PASTAZA	2	MERA	52	SHELL
O	ORIENTE	16	PASTAZA	3	SANTA CLARA	50	SANTA CLARA
O	ORIENTE	16	PASTAZA	4	ARAJUNO	50	ARAJUNO
O	ORIENTE	16	PASTAZA	4	ARAJUNO	51	CURARAY
S	SIERRA	17	PICHINCHA	1	QUITO	1	ALFARO (CHIMBACALLE)
S	SIERRA	17	PICHINCHA	1	QUITO	2	BENALCAZAR
S	SIERRA	17	PICHINCHA	1	QUITO	3	COTOCOLLAO
S	SIERRA	17	PICHINCHA	1	QUITO	4	CHAUPICRUZ (LA CONCEPCION
S	SIERRA	17	PICHINCHA	1	QUITO	5	CHILLOGALLO
S	SIERRA	17	PICHINCHA	1	QUITO	6	EL SALVADOR
S	SIERRA	17	PICHINCHA	1	QUITO	7	GONZALEZ SUAREZ
S	SIERRA	17	PICHINCHA	1	QUITO	8	GUAPULO
S	SIERRA	17	PICHINCHA	1	QUITO	9	LA FLORESTA
S	SIERRA	17	PICHINCHA	1	QUITO	10	LA LIBERTAD
S	SIERRA	17	PICHINCHA	1	QUITO	11	LA MAGDALENA
S	SIERRA	17	PICHINCHA	1	QUITO	12	*LA VICENTINA
S	SIERRA	17	PICHINCHA	1	QUITO	13	SAN BLAS
S	SIERRA	17	PICHINCHA	1	QUITO	14	SAN MARCO
S	SIERRA	17	PICHINCHA	1	QUITO	15	SAN ROQUE
S	SIERRA	17	PICHINCHA	1	QUITO	16	SAN SEBASTIAN
S	SIERRA	17	PICHINCHA	1	QUITO	17	SANTA BARBARA
S	SIERRA	17	PICHINCHA	1	QUITO	18	SANTA PRISCA
S	SIERRA	17	PICHINCHA	1	QUITO	19	VILLA FLORA
S	SIERRA	17	PICHINCHA	1	QUITO	20	CARCELEN
S	SIERRA	17	PICHINCHA	1	QUITO	21	CHIMBACALLE
S	SIERRA	17	PICHINCHA	1	QUITO	22	EL BATAN
S	SIERRA	17	PICHINCHA	1	QUITO	23	EL BEATERIO
S	SIERRA	17	PICHINCHA	1	QUITO	24	EL INCA
S	SIERRA	17	PICHINCHA	1	QUITO	25	ELOY ALFARO
S	SIERRA	17	PICHINCHA	1	QUITO	26	GUAMANI
S	SIERRA	17	PICHINCHA	1	QUITO	27	LA CONCEPCION
S	SIERRA	17	PICHINCHA	1	QUITO	28	LAS CUADRAS
S	SIERRA	17	PICHINCHA	1	QUITO	50	QUITO
S	SIERRA	17	PICHINCHA	1	QUITO	51	ALANGASI
S	SIERRA	17	PICHINCHA	1	QUITO	52	AMAGUAÑA
S	SIERRA	17	PICHINCHA	1	QUITO	53	ATAHUALPA (HABASPAMBA)
S	SIERRA	17	PICHINCHA	1	QUITO	54	CALACALI
S	SIERRA	17	PICHINCHA	1	QUITO	55	CALDERON (CARAPUNGO)
S	SIERRA	17	PICHINCHA	1	QUITO	56	CONOCOTO
S	SIERRA	17	PICHINCHA	1	QUITO	57	CUMBAYA
S	SIERRA	17	PICHINCHA	1	QUITO	58	CHAVEZPAMBA
S	SIERRA	17	PICHINCHA	1	QUITO	59	CHECA (CHILPA)
S	SIERRA	17	PICHINCHA	1	QUITO	60	EL QUINCHE
S	SIERRA	17	PICHINCHA	1	QUITO	61	GUALEA
S	SIERRA	17	PICHINCHA	1	QUITO	62	GUANGOPOLO
S	SIERRA	17	PICHINCHA	1	QUITO	63	GUAYLLABAMBA
S	SIERRA	17	PICHINCHA	1	QUITO	64	LA MERCED
S	SIERRA	17	PICHINCHA	1	QUITO	65	LLANO CHICO
S	SIERRA	17	PICHINCHA	1	QUITO	66	LLOA
S	SIERRA	17	PICHINCHA	1	QUITO	67	MINDO
S	SIERRA	17	PICHINCHA	1	QUITO	68	NANEGAL
S	SIERRA	17	PICHINCHA	1	QUITO	69	NANEGALITO
S	SIERRA	17	PICHINCHA	1	QUITO	70	NAYON
S	SIERRA	17	PICHINCHA	1	QUITO	71	NONO
S	SIERRA	17	PICHINCHA	1	QUITO	72	PACTO
S	SIERRA	17	PICHINCHA	1	QUITO	73	PEDRO VICENTE MALDONADO
S	SIERRA	17	PICHINCHA	1	QUITO	74	PERUCHO
S	SIERRA	17	PICHINCHA	1	QUITO	75	PIFO
S	SIERRA	17	PICHINCHA	1	QUITO	76	PINTAG
S	SIERRA	17	PICHINCHA	1	QUITO	77	POMASQUI
S	SIERRA	17	PICHINCHA	1	QUITO	78	PUELLARO
S	SIERRA	17	PICHINCHA	1	QUITO	79	PUEMBO
S	SIERRA	17	PICHINCHA	1	QUITO	80	SAN ANTONIO
S	SIERRA	17	PICHINCHA	1	QUITO	81	SAN JOSE DE MINAS
S	SIERRA	17	PICHINCHA	1	QUITO	82	SAN MIGUEL DE LOS BANCOS
S	SIERRA	17	PICHINCHA	1	QUITO	83	TABABELA
S	SIERRA	17	PICHINCHA	1	QUITO	84	TUMBACO
S	SIERRA	17	PICHINCHA	1	QUITO	85	YARUQUI
S	SIERRA	17	PICHINCHA	1	QUITO	86	ZAMBIZA
S	SIERRA	17	PICHINCHA	1	QUITO	87	PUERTO QUITO
S	SIERRA	17	PICHINCHA	2	CAYAMBE	1	AYORA
S	SIERRA	17	PICHINCHA	2	CAYAMBE	2	CAYAMBE
S	SIERRA	17	PICHINCHA	2	CAYAMBE	3	JUAN MONTALVO
S	SIERRA	17	PICHINCHA	2	CAYAMBE	50	CAYAMBE
S	SIERRA	17	PICHINCHA	2	CAYAMBE	51	ASCAZUBI
