Grupo	Código	Parroquia Base	Región	Código	Provincia	Código	Cantón	Código	Parroquia
800	010250	Giron	Sierra	01	Azuay	0102	Giron	010250	Giron
801			Sierra	01	Azuay	0101	Cuenca	010161	Quingeo
801			Sierra	01	Azuay	0109	Sigsig	010954	Ludo
801			Sierra	01	Azuay	0109	Sigsig	010956	San JosÚ de Raranga
801			Sierra	01	Azuay	0109	Sigsig	010952	Gima
802			Costa	07	El Oro	0706	El Guabo	070653	Tendales (cab. en Puerto Tendales)
802			Costa	07	El Oro	0706	El Guabo	070651	Barbones (Sucre)
802			Costa	07	El Oro	0706	El Guabo	070650	El Guabo
802									
803			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140254	Chiguinda
803			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140255	El Rosario
803			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140250	Gualaquiza
803			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140252	Bermejos
804			AmazonÝa	14	Morona Santiago	1408	San Juan Bosco	140850	San Juan Bosco
804			AmazonÝa	14	Morona Santiago	1408	San Juan Bosco	140854	Santiago de Pananza
804			AmazonÝa	14	Morona Santiago	1408	San Juan Bosco	140852	San Carlos de Lim¾n (San Carlos de  Zamora)
805			Sierra	01	Azuay	0109	Sigsig	010956	San JosÚ de Raranga
805			Sierra	01	Azuay	0109	Sigsig	010952	Gima
806	010850	Santa Isabel (Chaguarurco)	Sierra	01	Azuay	0108	Santa Isabel	010850	Santa Isabel (Chaguarurco)
807			Costa	07	El Oro	0706	El Guabo	070653	Tendales (cab. en Puerto Tendales)
807			Costa	07	El Oro	0706	El Guabo	070651	Barbones (Sucre)
807			Costa	07	El Oro	0706	El Guabo	070650	El Guabo
807			Costa	07	El Oro	0709	Pasaje	070955	Uzhcurrumi
808			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
808			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
808			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
808									
809			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
809			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
809			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
809									
810			AmazonÝa	14	Morona Santiago	1403	Lim¥n Indanza	140356	San Miguel de Conchay
810			AmazonÝa	14	Morona Santiago	1408	San Juan Bosco	140852	San Carlos de Lim¾n (San Carlos de  Zamora)
811			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
811			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
811			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
811									
812			Sierra	01	Azuay	0107	San Fernando	010750	San Fernando
812			Sierra	01	Azuay	0102	Giron	010250	Giron
812			Sierra	01	Azuay	0102	Giron	010251	Asunci¾n
812			Sierra	01	Azuay	0108	Santa Isabel	010851	Abd¾n Calderon (La Uni¾n)
813			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140255	El Rosario
813			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140250	Gualaquiza
813			AmazonÝa	14	Morona Santiago	1408	San Juan Bosco	140853	San Jacinto de Wakambeis
814			Sierra	01	Azuay	0106	Pucara	010650	Pucara
814			Costa	07	El Oro	0706	El Guabo	070650	El Guabo
814			Costa	07	El Oro	0709	Pasaje	070954	Progreso
815			Sierra	01	Azuay	0102	Giron	010250	Giron
815			Sierra	01	Azuay	0104	Nab¥n	010450	Nab¾n
816			Sierra	01	Azuay	0108	Santa Isabel	010850	Santa Isabel (Chaguarurco)
816			Sierra	01	Azuay	0102	Giron	010251	Asunci¾n
816			Sierra	01	Azuay	0108	Santa Isabel	010851	Abd¾n Calderon (La Uni¾n)
817			Costa	07	El Oro	0701	Machala	070150	Machala
817			Costa	07	El Oro	0701	Machala	070151	El Cambio
817									
818			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140255	El Rosario
818			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140252	Bermejos
819			Costa	07	El Oro	0706	El Guabo	070651	Barbones (Sucre)
819			Costa	07	El Oro	0706	El Guabo	070650	El Guabo
819			Costa	07	El Oro	0701	Machala	070150	Machala
819			Costa	07	El Oro	0706	El Guabo	070652	La Iberia
819			Costa	07	El Oro	0701	Machala	070151	El Cambio
820			AmazonÝa	14	Morona Santiago	1408	San Juan Bosco	140854	Santiago de Pananza
820			AmazonÝa	14	Morona Santiago	1408	San Juan Bosco	140852	San Carlos de Lim¾n (San Carlos de  Zamora)
820			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140250	Gualaquiza
820			AmazonÝa	14	Morona Santiago	1408	San Juan Bosco	140853	San Jacinto de Wakambeis
821			Sierra	01	Azuay	0106	Pucara	010650	Pucara
821			Sierra	01	Azuay	0106	Pucara	010652	San Rafael de Sharug
821			Costa	07	El Oro	0713	Zaruma	071351	Aba±in
822			Costa	07	El Oro	0701	Machala	070150	Machala
822			Costa	07	El Oro	0706	El Guabo	070652	La Iberia
822			Costa	07	El Oro	0701	Machala	070151	El Cambio
822			Costa	07	El Oro	0709	Pasaje	070953	La Pea±a
823			Sierra	01	Azuay	0104	Nab¥n	010450	Nab¾n
823			Sierra	01	Azuay	0104	Nab¥n	010453	Las Nieves (Chaya)
823			Sierra	01	Azuay	0104	Nab¥n	010452	El Progreso
824	140257	San Miguel de Cuyes	AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140257	San Miguel de Cuyes
825			Costa	07	El Oro	0706	El Guabo	070650	El Guabo
825			Costa	07	El Oro	0709	Pasaje	070954	Progreso
825			Costa	07	El Oro	0701	Machala	070151	El Cambio
825			Costa	07	El Oro	0709	Pasaje	070955	Uzhcurrumi
825			Costa	07	El Oro	0709	Pasaje	070953	La Pea±a
825			Costa	07	El Oro	0709	Pasaje	070950	Pasaje
826			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
826			Costa	07	El Oro	0701	Machala	070152	El Retiro
826			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
826									
827			Costa	07	El Oro	0706	El Guabo	070650	El Guabo
827			Costa	07	El Oro	0706	El Guabo	070652	La Iberia
827			Costa	07	El Oro	0701	Machala	070151	El Cambio
827			Costa	07	El Oro	0709	Pasaje	070955	Uzhcurrumi
827			Costa	07	El Oro	0709	Pasaje	070953	La Pea±a
827			Costa	07	El Oro	0709	Pasaje	070950	Pasaje
827			Costa	07	El Oro	0709	Pasaje	070951	Buenavista
828			Sierra	01	Azuay	0108	Santa Isabel	010850	Santa Isabel (Chaguarurco)
828			Sierra	01	Azuay	0104	Nab¥n	010453	Las Nieves (Chaya)
828			Sierra	01	Azuay	0104	Nab¥n	010452	El Progreso
828			Sierra	01	Azuay	0110	O?a	011050	O±a
829			Costa	07	El Oro	0709	Pasaje	070950	Pasaje
829			Costa	07	El Oro	0709	Pasaje	070952	Cascay
829			Costa	07	El Oro	0709	Pasaje	070951	Buenavista
829			Costa	07	El Oro	0712	Santa Rosa	071256	Victoria
830			Sierra	01	Azuay	0106	Pucara	010650	Pucara
830			Sierra	01	Azuay	0106	Pucara	010652	San Rafael de Sharug
830			Costa	07	El Oro	0713	Zaruma	071351	Aba±in
830			Costa	07	El Oro	0709	Pasaje	070956	Ca±aquemada
830			Costa	07	El Oro	0713	Zaruma	071353	Guanazan
831			Costa	07	El Oro	0701	Machala	070150	Machala
831			Costa	07	El Oro	0701	Machala	070151	El Cambio
831			Costa	07	El Oro	0701	Machala	070152	El Retiro
831			Costa	07	El Oro	0712	Santa Rosa	071250	Santa Rosa
831									
832			Costa	07	El Oro	0709	Pasaje	070954	Progreso
832			Costa	07	El Oro	0709	Pasaje	070950	Pasaje
832			Costa	07	El Oro	0709	Pasaje	070952	Cascay
832			Costa	07	El Oro	0705	Chilla	070550	Chilla
833			Sierra	01	Azuay	0106	Pucara	010650	Pucara
833			Sierra	01	Azuay	0106	Pucara	010652	San Rafael de Sharug
833			Costa	07	El Oro	0713	Zaruma	071351	Aba±in
833			Costa	07	El Oro	0709	Pasaje	070956	Ca±aquemada
833			Costa	07	El Oro	0705	Chilla	070550	Chilla
833			Costa	07	El Oro	0713	Zaruma	071353	Guanazan
834			Sierra	01	Azuay	0104	Nab¥n	010450	Nab¾n
834			Sierra	01	Azuay	0104	Nab¥n	010451	Cochapata
834			AmazonÝa	19	Zamora Chinchipe	1904	Yacuambi	190452	Tutupali
835	140251	Amazonas (Rosario de Cuyes)	AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140251	Amazonas (Rosario de Cuyes)
836			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140250	Gualaquiza
836			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140253	Bomboiza
836			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140258	El Ideal
836			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140256	Nueva Tarqui
837			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
837			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
837			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
837									
838	070550	Chilla	Costa	07	El Oro	0705	Chilla	070550	Chilla
839			Sierra	11	Loja	1111	Saraguro	111157	San Sebastißn de Yuluc
839			Sierra	11	Loja	1111	Saraguro	111154	Manu
839			Costa	07	El Oro	0713	Zaruma	071353	Guanazan
840			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
840			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
840									
841			Costa	07	El Oro	0709	Pasaje	070950	Pasaje
841			Costa	07	El Oro	0709	Pasaje	070951	Buenavista
841			Costa	07	El Oro	0712	Santa Rosa	071256	Victoria
842			Sierra	11	Loja	1111	Saraguro	111157	San Sebastißn de Yuluc
842			Sierra	11	Loja	1111	Saraguro	111154	Manu
842			Costa	07	El Oro	0713	Zaruma	071353	Guanazan
842			Sierra	11	Loja	1111	Saraguro	111153	Lluzhapa
843	190452	Tutupali	AmazonÝa	19	Zamora Chinchipe	1904	Yacuambi	190452	Tutupali
844			Sierra	11	Loja	1111	Saraguro	111157	San Sebastißn de Yuluc
844			Costa	07	El Oro	0713	Zaruma	071353	Guanazan
845			Costa	07	El Oro	0701	Machala	070152	El Retiro
845			Costa	07	El Oro	0712	Santa Rosa	071250	Santa Rosa
845			Costa	07	El Oro	0712	Santa Rosa	071256	Victoria
845			Costa	07	El Oro	0712	Santa Rosa	071251	Bellavista
846			Costa	07	El Oro	0709	Pasaje	070950	Pasaje
846			Costa	07	El Oro	0709	Pasaje	070951	Buenavista
846			Costa	07	El Oro	0712	Santa Rosa	071250	Santa Rosa
846			Costa	07	El Oro	0712	Santa Rosa	071256	Victoria
847			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140255	El Rosario
847			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140250	Gualaquiza
847			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140258	El Ideal
847			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140256	Nueva Tarqui
848			Sierra	01	Azuay	0110	O?a	011050	O±a
848			Sierra	11	Loja	1111	Saraguro	111158	Selva Alegre
849			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
849			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
849			Costa	07	El Oro	0712	Santa Rosa	071250	Santa Rosa
849			Sierra						
849			Costa	07	El Oro	0702	Arenillas	070250	Arenillas
849			Costa	07	El Oro	0707	Huaquillas	070750	Huaquillas
849									
850			Costa	07	El Oro	0702	Arenillas	070250	Arenillas
850			Costa	07	El Oro	0712	Santa Rosa	071251	Bellavista
850			Costa	07	El Oro	0712	Santa Rosa	071254	San Antonio
850			Costa	07	El Oro	0712	Santa Rosa	071253	La Avanzada
851			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140251	Amazonas (Rosario de Cuyes)
851			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140253	Bomboiza
851			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140258	El Ideal
851			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140256	Nueva Tarqui
852			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
852			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
852			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
852									
853			Sierra	11	Loja	1111	Saraguro	111154	Manu
853			Sierra	11	Loja	1111	Saraguro	111153	Lluzhapa
853			Sierra	11	Loja	1111	Saraguro	111152	El Tabl¾n
854			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
854			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
854			Costa	07	El Oro	0702	Arenillas	070250	Arenillas
854			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
854			Costa	07	El Oro	0707	Huaquillas	070750	Huaquillas
854									
855			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
855			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
855									
856			Costa	07	El Oro	0712	Santa Rosa	071252	Jambeli
856			Costa	07	El Oro	0707	Huaquillas	070750	Huaquillas
856			Costa	07	El Oro	0702	Arenillas	070251	Chacras
856									
857			Sierra	01	Azuay	0110	O?a	011050	O±a
857			Sierra	11	Loja	1111	Saraguro	111158	Selva Alegre
857			Sierra	11	Loja	1111	Saraguro	111155	San Antonio de Qumbe (Cumbe)
858			Costa	07	El Oro	0703	Atahualpa	070351	Ayapamba
858			Costa	07	El Oro	0712	Santa Rosa	071255	Torata
858			Costa	07	El Oro	0710	Pi?as	071053	Moromoro (cab. en El Vado)
858			Costa	07	El Oro	0710	Pi?as	071050	Pi±as
859			Costa	07	El Oro	0702	Arenillas	070250	Arenillas
859			Costa	07	El Oro	0702	Arenillas	070251	Chacras
859									
860			Costa	07	El Oro	0712	Santa Rosa	071250	Santa Rosa
860			Costa	07	El Oro	0712	Santa Rosa	071251	Bellavista
860			Costa	07	El Oro	0712	Santa Rosa	071253	La Avanzada
860			Costa	07	El Oro	0712	Santa Rosa	071255	Torata
861			Sierra	11	Loja	1111	Saraguro	111158	Selva Alegre
861			Sierra	11	Loja	1111	Saraguro	111155	San Antonio de Qumbe (Cumbe)
861			Sierra	11	Loja	1111	Saraguro	111156	San Pablo de Tenta
862			Sierra	11	Loja	1111	Saraguro	111155	San Antonio de Qumbe (Cumbe)
862			Sierra	11	Loja	1111	Saraguro	111156	San Pablo de Tenta
862			Sierra	11	Loja	1111	Saraguro	111151	El Paraiso de Celen
862			Sierra	11	Loja	1111	Saraguro	111150	Saraguro
863			Costa	07	El Oro	0703	Atahualpa	070351	Ayapamba
863			Costa	07	El Oro	0703	Atahualpa	070350	Paccha
863			Costa	07	El Oro	0703	Atahualpa	070352	Cordoncillo
863			Costa	07	El Oro	0713	Zaruma	071355	Huertas
863			Costa	07	El Oro	0703	Atahualpa	070353	Milagro
864			Costa	07	El Oro	0705	Chilla	070550	Chilla
864			Costa	07	El Oro	0703	Atahualpa	070350	Paccha
864			Costa	07	El Oro	0703	Atahualpa	070352	Cordoncillo
864			Costa	07	El Oro	0713	Zaruma	071355	Huertas
865			Costa	07	El Oro	0702	Arenillas	070250	Arenillas
865			Costa	07	El Oro	0712	Santa Rosa	071251	Bellavista
865			Costa	07	El Oro	0712	Santa Rosa	071254	San Antonio
865			Costa	07	El Oro	0712	Santa Rosa	071253	La Avanzada
866			Costa	07	El Oro	0702	Arenillas	070250	Arenillas
866			Costa	07	El Oro	0712	Santa Rosa	071251	Bellavista
866			Costa	07	El Oro	0712	Santa Rosa	071254	San Antonio
866			Costa	07	El Oro	0712	Santa Rosa	071253	La Avanzada
866			Costa	07	El Oro	0712	Santa Rosa	071255	Torata
866			Costa	07	El Oro	0710	Pi?as	071054	Piedras
867			Sierra	11	Loja	1111	Saraguro	111154	Manu
867			Costa	07	El Oro	0713	Zaruma	071358	Sinsao
867			Costa	07	El Oro	0713	Zaruma	071359	Salvias
868			Sierra	11	Loja	1111	Saraguro	111154	Manu
868			Sierra	11	Loja	1111	Saraguro	111153	Lluzhapa
868			Sierra	11	Loja	1111	Saraguro	111152	El Tabl¾n
868			Sierra	11	Loja	1111	Saraguro	111151	El Paraiso de Celen
869			AmazonÝa	14	Morona Santiago	1402	Gualaquiza	140253	Bomboiza
869			AmazonÝa	19	Zamora Chinchipe	1906	El Pangui	190651	El Guisme
869			AmazonÝa	19	Zamora Chinchipe	1906	El Pangui	190650	El Pangui
870			AmazonÝa	19	Zamora Chinchipe	1906	El Pangui	190653	Tundayme
870			AmazonÝa	19	Zamora Chinchipe	1906	El Pangui	190650	El Pangui
871	190450	28 de Mayo (San Jose de Yacuambi)	AmazonÝa	19	Zamora Chinchipe	1904	Yacuambi	190450	28 de Mayo (San Jose de Yacuambi)
872			Costa	07	El Oro	0705	Chilla	070550	Chilla
872			Costa	07	El Oro	0703	Atahualpa	070352	Cordoncillo
872			Costa	07	El Oro	0713	Zaruma	071358	Sinsao
872			Costa	07	El Oro	0713	Zaruma	071355	Huertas
872			Costa	07	El Oro	0713	Zaruma	071359	Salvias
872			Costa	07	El Oro	0713	Zaruma	071352	Arcapamba
872			Costa	07	El Oro	0713	Zaruma	071357	Muluncay Grande
873			AmazonÝa	19	Zamora Chinchipe	1905	Yantzaza	190551	Chica±a
873			AmazonÝa	19	Zamora Chinchipe	1905	Yantzaza	190550	Yantzaza Yanzatza)
874			Costa	07	El Oro	0703	Atahualpa	070351	Ayapamba
874			Costa	07	El Oro	0712	Santa Rosa	071251	Bellavista
874			Costa	07	El Oro	0712	Santa Rosa	071255	Torata
874			Costa	07	El Oro	0710	Pi?as	071054	Piedras
875			Costa	07	El Oro	0713	Zaruma	071358	Sinsao
875			Costa	07	El Oro	0713	Zaruma	071355	Huertas
875			Costa	07	El Oro	0713	Zaruma	071359	Salvias
875			Costa	07	El Oro	0713	Zaruma	071354	Guizhagui±a
875			Costa	07	El Oro	0713	Zaruma	071352	Arcapamba
875			Costa	07	El Oro	0713	Zaruma	071357	Muluncay Grande
875			Costa	07	El Oro	0713	Zaruma	071356	Malvas
876			Sierra	11	Loja	1111	Saraguro	111154	Manu
876			Sierra	11	Loja	1111	Saraguro	111156	San Pablo de Tenta
876			Sierra	11	Loja	1111	Saraguro	111152	El Tabl¾n
876			Sierra	11	Loja	1111	Saraguro	111151	El Paraiso de Celen
876			Costa	07	El Oro	0713	Zaruma	071354	Guizhagui±a
877			Costa	07	El Oro	0703	Atahualpa	070351	Ayapamba
877			Costa	07	El Oro	0710	Pi?as	071053	Moromoro (cab. en El Vado)
877			Costa	07	El Oro	0710	Pi?as	071050	Pi±as
877			Costa	07	El Oro	0710	Pi?as	071054	Piedras
877			Costa	07	El Oro	0710	Pi?as	071052	La Bocana
878			Costa	07	El Oro	0703	Atahualpa	070351	Ayapamba
878			Costa	07	El Oro	0710	Pi?as	071053	Moromoro (cab. en El Vado)
878			Costa	07	El Oro	0710	Pi?as	071050	Pi±as
878			Costa	07	El Oro	0703	Atahualpa	070353	Milagro
878			Costa	07	El Oro	0703	Atahualpa	070354	San JosÚ
878			Costa	07	El Oro	0710	Pi?as	071055	San Roque (Ambrosio Maldonado)
879			Costa	07	El Oro	0702	Arenillas	070255	Carcabon
879			Costa	07	El Oro	0702	Arenillas	070254	Palmales
879									
880			Sierra	11	Loja	1111	Saraguro	111156	San Pablo de Tenta
880			Sierra	11	Loja	1111	Saraguro	111150	Saraguro
880			Sierra	11	Loja	1111	Saraguro	111159	Urdaneta (Paquishapa)
880			Sierra	11	Loja	1101	Loja	110157	San Lucas
881			AmazonÝa	19	Zamora Chinchipe	1906	El Pangui	190651	El Guisme
881			AmazonÝa	19	Zamora Chinchipe	1906	El Pangui	190650	El Pangui
881			AmazonÝa	19	Zamora Chinchipe	1906	El Pangui	190652	Pachicutza
882			Sierra	11	Loja	1111	Saraguro	111154	Manu
882			Costa	07	El Oro	0713	Zaruma	071358	Sinsao
882			Costa	07	El Oro	0713	Zaruma	071354	Guizhagui±a
882			Costa	07	El Oro	0711	Portovelo	071152	Morales
883			AmazonÝa	19	Zamora Chinchipe	1904	Yacuambi	190450	28 de Mayo (San Jose de Yacuambi)
883			Sierra	11	Loja	1111	Saraguro	111150	Saraguro
883			Sierra	11	Loja	1111	Saraguro	111159	Urdaneta (Paquishapa)
884			Costa	07	El Oro	0710	Pi?as	071054	Piedras
884			Costa	07	El Oro	0710	Pi?as	071052	La Bocana
885			Costa	07	El Oro	0703	Atahualpa	070350	Paccha
885			Costa	07	El Oro	0703	Atahualpa	070352	Cordoncillo
885			Costa	07	El Oro	0713	Zaruma	071358	Sinsao
885			Costa	07	El Oro	0713	Zaruma	071355	Huertas
885			Costa	07	El Oro	0713	Zaruma	071359	Salvias
885			Costa	07	El Oro	0710	Pi?as	071050	Pi±as
885			Costa	07	El Oro	0713	Zaruma	071352	Arcapamba
885			Costa	07	El Oro	0713	Zaruma	071357	Muluncay Grande
885			Costa	07	El Oro	0703	Atahualpa	070354	San JosÚ
885			Costa	07	El Oro	0713	Zaruma	071356	Malvas
886			Costa	07	El Oro	0703	Atahualpa	070351	Ayapamba
886			Costa	07	El Oro	0703	Atahualpa	070350	Paccha
886			Costa	07	El Oro	0703	Atahualpa	070352	Cordoncillo
886			Costa	07	El Oro	0713	Zaruma	071355	Huertas
886			Costa	07	El Oro	0710	Pi?as	071050	Pi±as
886			Costa	07	El Oro	0713	Zaruma	071352	Arcapamba
886			Costa	07	El Oro	0703	Atahualpa	070353	Milagro
886			Costa	07	El Oro	0713	Zaruma	071357	Muluncay Grande
886			Costa	07	El Oro	0703	Atahualpa	070354	San JosÚ
886			Costa	07	El Oro	0713	Zaruma	071356	Malvas
887			Costa	07	El Oro	0702	Arenillas	070254	Palmales
887			Costa	07	El Oro	0714	Las Lajas	071450	La Victoria
888			Costa	07	El Oro	0703	Atahualpa	070351	Ayapamba
888			Costa	07	El Oro	0703	Atahualpa	070350	Paccha
888			Costa	07	El Oro	0703	Atahualpa	070352	Cordoncillo
888			Costa	07	El Oro	0713	Zaruma	071355	Huertas
888			Costa	07	El Oro	0713	Zaruma	071359	Salvias
888			Costa	07	El Oro	0710	Pi?as	071050	Pi±as
888			Costa	07	El Oro	0713	Zaruma	071352	Arcapamba
888			Costa	07	El Oro	0703	Atahualpa	070353	Milagro
888			Costa	07	El Oro	0713	Zaruma	071357	Muluncay Grande
888			Costa	07	El Oro	0703	Atahualpa	070354	San JosÚ
888			Costa	07	El Oro	0713	Zaruma	071356	Malvas
889			Costa	07	El Oro	0703	Atahualpa	070351	Ayapamba
889			Costa	07	El Oro	0703	Atahualpa	070350	Paccha
889			Costa	07	El Oro	0703	Atahualpa	070352	Cordoncillo
889			Costa	07	El Oro	0713	Zaruma	071355	Huertas
889			Costa	07	El Oro	0710	Pi?as	071050	Pi±as
889			Costa	07	El Oro	0713	Zaruma	071352	Arcapamba
889			Costa	07	El Oro	0703	Atahualpa	070353	Milagro
889			Costa	07	El Oro	0713	Zaruma	071357	Muluncay Grande
889			Costa	07	El Oro	0703	Atahualpa	070354	San JosÚ
889			Costa	07	El Oro	0713	Zaruma	071356	Malvas
890			AmazonÝa	19	Zamora Chinchipe	1905	Yantzaza	190551	Chica±a
890			AmazonÝa	19	Zamora Chinchipe	1905	Yantzaza	190550	Yantzaza Yanzatza)
891			AmazonÝa	19	Zamora Chinchipe	1906	El Pangui	190650	El Pangui
891			AmazonÝa	19	Zamora Chinchipe	1906	El Pangui	190652	Pachicutza
891			AmazonÝa	19	Zamora Chinchipe	1905	Yantzaza	190553	Los Encuentros
892			Costa	07	El Oro	0713	Zaruma	071359	Salvias
892			Costa	07	El Oro	0710	Pi?as	071050	Pi±as
892			Costa	07	El Oro	0713	Zaruma	071354	Guizhagui±a
892			Costa	07	El Oro	0713	Zaruma	071352	Arcapamba
892			Costa	07	El Oro	0713	Zaruma	071357	Muluncay Grande
892			Costa	07	El Oro	0703	Atahualpa	070354	San JosÚ
892			Costa	07	El Oro	0713	Zaruma	071356	Malvas
892			Costa	07	El Oro	0711	Portovelo	071150	Portovelo
893			Costa	07	El Oro	0710	Pi?as	071054	Piedras
893			Costa	07	El Oro	0710	Pi?as	071052	La Bocana
893			Costa	07	El Oro	0704	Balsas	070450	Balsas
894			Sierra	11	Loja	1101	Loja	110157	San Lucas
894			Sierra	11	Loja	1101	Loja	110159	Santiago
895			AmazonÝa	19	Zamora Chinchipe	1904	Yacuambi	190450	28 de Mayo (San Jose de Yacuambi)
895			AmazonÝa	19	Zamora	1904	Yacuambi	190451	La Paz
896			Costa	07	El Oro	0713	Zaruma	071354	Guizhagui±a
896			Costa	07	El Oro	0711	Portovelo	071152	Morales
896			Costa	07	El Oro	0711	Portovelo	071151	Curtincapa
896			Costa	07	El Oro	0711	Portovelo	071153	Salati
897			Sierra	11	Loja	1101	Loja	110154	Gualel
897			Sierra	11	Loja	1101	Loja	110159	Santiago
897			Costa	07	El Oro	0711	Portovelo	071153	Salati
897			Sierra	11	Loja	1101	Loja	110152	Chuquiribamba
898	190553	Los Encuentros	AmazonÝa	19	Zamora Chinchipe	1905	Yantzaza	190553	Los Encuentros
899			Costa	07	El Oro	0713	Zaruma	071359	Salvias
899			Costa	07	El Oro	0713	Zaruma	071354	Guizhagui±a
899			Costa	07	El Oro	0711	Portovelo	071152	Morales
899			Costa	07	El Oro	0711	Portovelo	071150	Portovelo
899			Costa	07	El Oro	0711	Portovelo	071151	Curtincapa
899			Costa	07	El Oro	0711	Portovelo	071153	Salati
899			Sierra	11	Loja	1105	Chaguarpamba	110552	El Rosario
900			Costa	07	El Oro	0710	Pi?as	071050	Pi±as
900			Costa	07	El Oro	0711	Portovelo	071150	Portovelo
900			Costa	07	El Oro	0710	Pi?as	071055	San Roque (Ambrosio Maldonado)
900			Costa	07	El Oro	0710	Pi?as	071051	Capiro (cab. en la Capilla de Capiro)
900			Sierra	11	Loja	1105	Chaguarpamba	110552	El Rosario
901			Costa	07	El Oro	0702	Arenillas	070250	Arenillas
901			Costa	07	El Oro	0702	Arenillas	070254	Palmales
901			Costa	07	El Oro	0714	Las Lajas	071453	San Isidro
901			Costa	07	El Oro	0708	Marcabeli	070851	El Ingenio
901			Costa	07	El Oro	0714	Las Lajas	071452	El Paraiso
901			Costa	07	El Oro	0708	Marcabeli	070850	Marcabeli
901			Costa	07	El Oro	0714	Las Lajas	071450	La Victoria
902			Costa	07	El Oro	0702	Arenillas	070250	Arenillas
902			Costa	07	El Oro	0710	Pi?as	071052	La Bocana
902			Costa	07	El Oro	0714	Las Lajas	071453	San Isidro
902			Costa	07	El Oro	0708	Marcabeli	070851	El Ingenio
902			Costa	07	El Oro	0708	Marcabeli	070850	Marcabeli
903			AmazonÝa	19	Zamora	1904	Yacuambi	190451	La Paz
903			AmazonÝa	19	Zamora Chinchipe	1901	Zamora	190153	Imbana (La Victoria de Imbana)
904			Costa	07	El Oro	0714	Las Lajas	071453	San Isidro
904			Costa	07	El Oro	0714	Las Lajas	071452	El Paraiso
904			Costa	07	El Oro	0708	Marcabeli	070850	Marcabeli
904			Costa	07	El Oro	0714	Las Lajas	071450	La Victoria
905			Costa	07	El Oro	0710	Pi?as	071052	La Bocana
905			Costa	07	El Oro	0708	Marcabeli	070851	El Ingenio
905			Costa	07	El Oro	0708	Marcabeli	070850	Marcabeli
906			Costa	07	El Oro	0702	Arenillas	070254	Palmales
906			Costa	07	El Oro	0714	Las Lajas	071450	La Victoria
906			Costa	07	El Oro	0714	Las Lajas	071451	La Libertad
907			Costa	07	El Oro	0713	Zaruma	071354	Guizhagui±a
907			Costa	07	El Oro	0711	Portovelo	071152	Morales
907			Costa	07	El Oro	0711	Portovelo	071150	Portovelo
907			Costa	07	El Oro	0711	Portovelo	071151	Curtincapa
