Grupo	Código	Parroquia Base	Región	Código	Provincia	Código	Cantón	Código	Parroquia
206			Sierra	17	Pichincha	1701	Quito	170160	El Quinche
206			Sierra	17	Pichincha	1701	Quito	170185	Yaruqui
206			Sierra	17	Pichincha	1701	Quito	170159	Checa (Chilpa)
207			Sierra	17	Pichincha	1701	Quito	170154	Calacali
207			Sierra	17	Pichincha	1701	Quito	170180	San Antonio
207			Sierra	17	Pichincha	1701	Quito	170177	Pomasqui
207			Sierra	17	Pichincha	1701	Quito	170155	Calderon (Carapungo)
207			Sierra	17	Pichincha	1701	Quito	170150	Quito
208	150451	Gonzalo Dias de Pineda (El Bombon)	AmazonÝa	15	Napo	1504	El Chaco	150451	Gonzalo Dias de Pineda (El Bombon)
209			Sierra	17	Pichincha	1701	Quito	170180	San Antonio
209			Sierra	17	Pichincha	1701	Quito	170163	Guayllabamba
209			Sierra	17	Pichincha	1701	Quito	170177	Pomasqui
209			Sierra	17	Pichincha	1701	Quito	170155	Calderon (Carapungo)
209			Sierra	17	Pichincha	1701	Quito	170150	Quito
209			Sierra	17	Pichincha	1701	Quito	170183	Tababela
210			Sierra	17	Pichincha	1701	Quito	170150	Quito
210			Sierra	17	Pichincha	1701	Quito	170166	Lloa
211	220150	Puerto Francisco de Orellana (Coca)	AmazonÝa	22	Orellana	2201	Orellana	220150	Puerto Francisco de Orellana (Coca)
212	170650	Santo Domingo de los Colorados	Sierra	17	Pichincha	1706	Santo Domingo	170650	Santo Domingo de los Colorados
213			Sierra	17	Pichincha	1702	Cayambe	170252	Cangahua
213			Sierra	17	Pichincha	1702	Cayambe	170254	Oton
213			Sierra	17	Pichincha	1702	Cayambe	170255	Santa Rosa de Cuzubamba
213			Sierra	17	Pichincha	1701	Quito	170163	Guayllabamba
213			Sierra	17	Pichincha	1702	Cayambe	170251	Ascazubi
213			Sierra	17	Pichincha	1701	Quito	170160	El Quinche
214			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220351	Enokanqui
214			AmazonÝa	21	Sucumbios	2104	Shushufindi	210454	San Pedro de Los Cofanes
215	132050	Jama	Costa	13	Manabi	1320	Jama	132050	Jama
216			Sierra	17	Pichincha	1702	Cayambe	170252	Cangahua
216			Sierra	17	Pichincha	1701	Quito	170163	Guayllabamba
216			Sierra	17	Pichincha	1702	Cayambe	170251	Ascazubi
216			Sierra	17	Pichincha	1701	Quito	170160	El Quinche
216			Sierra	17	Pichincha	1701	Quito	170185	Yaruqui
216			Sierra	17	Pichincha	1701	Quito	170159	Checa (Chilpa)
217			AmazonÝa	15	Napo	1504	El Chaco	150451	Gonzalo Dias de Pineda (El Bombon)
217			AmazonÝa	15	Napo	1504	El Chaco	150454	Santa Rosa
218			AmazonÝa	22	Orellana	2201	Orellana	220150	Puerto Francisco de Orellana (Coca)
218			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220356	San Sebastian del Coca
219			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220351	Enokanqui
219			AmazonÝa	21	Sucumbios	2104	Shushufindi	210454	San Pedro de Los Cofanes
219			AmazonÝa	21	Sucumbios	2104	Shushufindi	210455	Siete de Julio
220			Sierra	17	Pichincha	1701	Quito	170160	El Quinche
220			Sierra	17	Pichincha	1701	Quito	170185	Yaruqui
220			Sierra	17	Pichincha	1701	Quito	170183	Tababela
220			Sierra	17	Pichincha	1701	Quito	170159	Checa (Chilpa)
220			Sierra	17	Pichincha	1701	Quito	170179	Puembo
220			Sierra	17	Pichincha	1701	Quito	170175	Pifo
221			Sierra	17	Pichincha	1701	Quito	170155	Calderon (Carapungo)
221			Sierra	17	Pichincha	1701	Quito	170185	Yaruqui
221			Sierra	17	Pichincha	1701	Quito	170183	Tababela
221			Sierra	17	Pichincha	1701	Quito	170159	Checa (Chilpa)
221			Sierra	17	Pichincha	1701	Quito	170179	Puembo
221			Sierra	17	Pichincha	1701	Quito	170186	Zambiza
221			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
222	170166	Lloa	Sierra	17	Pichincha	1701	Quito	170166	Lloa
223	210751	Cuyabeno	AmazonÝa	21	Sucumbios	2107	Cuyabeno	210751	Cuyabeno
224			Sierra	17	Pichincha	1702	Cayambe	170252	Cangahua
224			Sierra	17	Pichincha	1701	Quito	170160	El Quinche
224			Sierra	17	Pichincha	1701	Quito	170185	Yaruqui
224			Sierra	17	Pichincha	1701	Quito	170159	Checa (Chilpa)
225			Costa	13	Manabi	1305	Flavio Alfaro	130551	San Francisco de Novillo
225			Costa	13	Manabi	1305	Flavio Alfaro	130550	Flavio Alfaro
226			Costa	13	Manabi	1304	El Carmen	130450	El Carmen
226			Costa	13	Manabi	1304	El Carmen	130451	Wilfrido Loor Moreira (Maicito)
227			AmazonÝa	21	Sucumbios	2104	Shushufindi	210454	San Pedro de Los Cofanes
227			AmazonÝa	21	Sucumbios	2104	Shushufindi	210455	Siete de Julio
228			Sierra	17	Pichincha	1701	Quito	170155	Calderon (Carapungo)
228			Sierra	17	Pichincha	1701	Quito	170185	Yaruqui
228			Sierra	17	Pichincha	1701	Quito	170183	Tababela
228			Sierra	17	Pichincha	1701	Quito	170159	Checa (Chilpa)
228			Sierra	17	Pichincha	1701	Quito	170179	Puembo
228			Sierra	17	Pichincha	1701	Quito	170186	Zambiza
228			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
228			Sierra	17	Pichincha	1701	Quito	170170	Nayon
228			Sierra	17	Pichincha	1701	Quito	170157	Cumbaya
228			Sierra	17	Pichincha	1701	Quito	170175	Pifo
229			Sierra	17	Pichincha	1701	Quito	170155	Calderon (Carapungo)
229			Sierra	17	Pichincha	1701	Quito	170150	Quito
229			Sierra	17	Pichincha	1701	Quito	170179	Puembo
229			Sierra	17	Pichincha	1701	Quito	170165	Llano Chico
229			Sierra	17	Pichincha	1701	Quito	170186	Zambiza
229			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
229			Sierra	17	Pichincha	1701	Quito	170170	Nayon
230			Sierra	17	Pichincha	1701	Quito	170155	Calderon (Carapungo)
230			Sierra	17	Pichincha	1701	Quito	170150	Quito
230			Sierra	17	Pichincha	1701	Quito	170179	Puembo
230			Sierra	17	Pichincha	1701	Quito	170165	Llano Chico
230			Sierra	17	Pichincha	1701	Quito	170186	Zambiza
230			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
230			Sierra	17	Pichincha	1701	Quito	170170	Nayon
230			Sierra	17	Pichincha	1701	Quito	170157	Cumbaya
231			Costa	13	Manabi	1303	Chone	130353	Convento
231			Costa	13	Manabi	1305	Flavio Alfaro	130550	Flavio Alfaro
232			Sierra	17	Pichincha	1701	Quito	170179	Puembo
232			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
232			Sierra	17	Pichincha	1701	Quito	170170	Nayon
232			Sierra	17	Pichincha	1701	Quito	170157	Cumbaya
232			Sierra	17	Pichincha	1701	Quito	170175	Pifo
232			Sierra	17	Pichincha	1701	Quito	170162	Guangopolo
233			Costa	13	Manabi	1305	Flavio Alfaro	130550	Flavio Alfaro
233			Costa	13	Manabi	1304	El Carmen	130451	Wilfrido Loor Moreira (Maicito)
234			Galßpagos	20	Gal?pagos	2003	Bellavista	200351	Isla San Salvador (Santiago James)
234									
235			Galßpagos	20	Gal?pagos	2003	Bellavista	200351	Isla Seymour
235									
236			Sierra	17	Pichincha	1701	Quito	170155	Calderon (Carapungo)
236			Sierra	17	Pichincha	1701	Quito	170150	Quito
236			Sierra	17	Pichincha	1701	Quito	170179	Puembo
236			Sierra	17	Pichincha	1701	Quito	170165	Llano Chico
236			Sierra	17	Pichincha	1701	Quito	170186	Zambiza
236			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
236			Sierra	17	Pichincha	1701	Quito	170170	Nayon
236			Sierra	17	Pichincha	1701	Quito	170157	Cumbaya
237			Sierra	17	Pichincha	1706	Santo Domingo	170651	Alluriquin
237			Sierra	05	Cotopaxi	0507	Sigchos	050753	Las Pampas
238			Sierra	17	Pichincha	1701	Quito	170150	Quito
238			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
238			Sierra	17	Pichincha	1701	Quito	170170	Nayon
238			Sierra	17	Pichincha	1701	Quito	170157	Cumbaya
238			Sierra	17	Pichincha	1701	Quito	170162	Guangopolo
239			AmazonÝa	21	Sucumbios	2107	Cuyabeno	210750	Tarapoa
239			AmazonÝa	21	Sucumbios	2104	Shushufindi	210453	San Roque (cab. en San Vicente)
240			Sierra	17	Pichincha	1701	Quito	170175	Pifo
240			Sierra	17	Pichincha	1701	Quito	170176	Pintag
241			Costa	13	Manabi	1304	El Carmen	130450	El Carmen
241			Costa	13	Manabi	1304	El Carmen	130451	Wilfrido Loor Moreira (Maicito)
242	131451	Canoa	Costa	13	Manabi	1314	Sucre	131451	Canoa
243			Sierra	17	Pichincha	1701	Quito	170150	Quito
243			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
243			Sierra	17	Pichincha	1701	Quito	170157	Cumbaya
243			Sierra	17	Pichincha	1701	Quito	170162	Guangopolo
243			Sierra	17	Pichincha	1701	Quito	170156	Conocoto
243			Sierra	17	Pichincha	1701	Quito	170151	Alangasi
243			Sierra	17	Pichincha	1701	Quito	170164	La Merced
244			AmazonÝa	21	Sucumbios	2104	Shushufindi	210453	San Roque (cab. en San Vicente)
244			AmazonÝa	21	Sucumbios	2104	Shushufindi	210451	Limoncocha
245			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220350	La Joya De Los Sachas
245			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220355	San Carlos
246	150753	Papallacta	AmazonÝa	15	Napo	1507	Quijos	150753	Papallacta
247			AmazonÝa	15	Napo	1507	Quijos	150753	Papallacta
247			AmazonÝa	15	Napo	1507	Quijos	150752	Cuyuja
248			Sierra	17	Pichincha	1701	Quito	170150	Quito
248			Sierra	17	Pichincha	1701	Quito	170157	Cumbaya
248			Sierra	17	Pichincha	1701	Quito	170162	Guangopolo
248			Sierra	17	Pichincha	1701	Quito	170156	Conocoto
248			Sierra	17	Pichincha	1701	Quito	170151	Alangasi
248			Sierra	17	Pichincha	1701	Quito	170152	Amagua±a
248			Sierra	17	Pichincha	1705	Rumi?ahui	170550	Sangolqui
249			Costa	13	Manabi	1320	Jama	132050	Jama
249			Costa	13	Manabi	1314	Sucre	131457	San Isidro
250			Sierra	17	Pichincha	1706	Santo Domingo	170652	Puerto Limon
250			Sierra	17	Pichincha	1706	Santo Domingo	170653	Luz De America
251			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
251			Sierra	17	Pichincha	1701	Quito	170162	Guangopolo
251			Sierra	17	Pichincha	1701	Quito	170156	Conocoto
251			Sierra	17	Pichincha	1701	Quito	170151	Alangasi
251			Sierra	17	Pichincha	1701	Quito	170164	La Merced
251			Sierra	17	Pichincha	1701	Quito	170176	Pintag
251			Sierra	17	Pichincha	1701	Quito	170152	Amagua±a
251			Sierra	17	Pichincha	1705	Rumi?ahui	170550	Sangolqui
252			Sierra	17	Pichincha	1701	Quito	170184	Tumbaco
252			Sierra	17	Pichincha	1701	Quito	170175	Pifo
252			Sierra	17	Pichincha	1701	Quito	170162	Guangopolo
252			Sierra	17	Pichincha	1701	Quito	170151	Alangasi
252			Sierra	17	Pichincha	1701	Quito	170164	La Merced
252			Sierra	17	Pichincha	1701	Quito	170176	Pintag
253	200251	Isla Fernandina (Narborought)	Galßpagos	20	Gal?pagos	2002	Tomas De Berlanga	200251	Isla Fernandina (Narborought)
254	170176	Pintag	Sierra	17	Pichincha	1701	Quito	170176	Pintag
255			Sierra	17	Pichincha	1701	Quito	170150	Quito
255			Sierra	17	Pichincha	1701	Quito	170152	Amagua±a
255			Sierra	17	Pichincha	1705	Rumi?ahui	170550	Sangolqui
255			Sierra	17	Pichincha	1705	Rumi?ahui	170551	Cotogchoa
255			Sierra	17	Pichincha	1703	Mej¦a	170353	Cutuglahua
255			Sierra	17	Pichincha	1703	Mej¦a	170357	Uyumbicho
256	170355	Manuel Cornejo Astorga	Sierra	17	Pichincha	1703	Mej¦a	170355	Manuel Cornejo Astorga
257			AmazonÝa	21	Sucumbios	2104	Shushufindi	210451	Limoncocha
257			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220350	La Joya De Los Sachas
257			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220353	Pompeya
258			AmazonÝa	21	Sucumbios	2104	Shushufindi	210452	Panacocha
258			AmazonÝa	22	Orellana	2201	Orellana	220161	Taracoa (cab. en Nueva Esperanza:Yuca)
259			AmazonÝa	15	Napo	1504	El Chaco	150451	Gonzalo Dias de Pineda (El Bombon)
259			AmazonÝa	15	Napo	1504	El Chaco	150454	Santa Rosa
259			AmazonÝa	15	Napo	1504	El Chaco	150450	El Chaco
259			AmazonÝa	15	Napo	1504	El Chaco	150452	Linares
260			Sierra	17	Pichincha	1701	Quito	170176	Pintag
260			Sierra	17	Pichincha	1705	Rumi?ahui	170550	Sangolqui
260			Sierra	17	Pichincha	1705	Rumi?ahui	170551	Cotogchoa
261			Costa	13	Manabi	1314	Sucre	131457	San Isidro
261			Costa	13	Manabi	1303	Chone	130355	Eloy Alfaro
261			Costa	13	Manabi	1305	Flavio Alfaro	130552	Zapallo
262			Sierra	17	Pichincha	1706	Santo Domingo	170653	Luz De America
262			Costa	12	Los R¦os	1210	Buena Fe	121050	San Jacinto de Buena F?
263			AmazonÝa	15	Napo	1504	El Chaco	150453	Oyacachi
263			AmazonÝa	15	Napo	1504	El Chaco	150450	El Chaco
263			AmazonÝa	15	Napo	1504	El Chaco	150455	Sardinas
263			AmazonÝa	15	Napo	1507	Quijos	150754	San Francisco de Borja (Virgilio Davila)
264			Sierra	17	Pichincha	1703	Mej¦a	170355	Manuel Cornejo Astorga
264			Sierra	05	Cotopaxi	0507	Sigchos	050754	Palo Quemado
264			Sierra	05	Cotopaxi	0507	Sigchos	050753	Las Pampas
265			AmazonÝa	15	Napo	1504	El Chaco	150451	Gonzalo Dias de Pineda (El Bombon)
265			AmazonÝa	15	Napo	1504	El Chaco	150450	El Chaco
265			AmazonÝa	15	Napo	1504	El Chaco	150452	Linares
265			AmazonÝa	15	Napo	1507	Quijos	150756	Sumaco
266			AmazonÝa	15	Napo	1504	El Chaco	150451	Gonzalo Dias de Pineda (El Bombon)
266			AmazonÝa	22	Orellana	2204	Loreto	220453	San JosÚ de Payamino
267			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220350	La Joya De Los Sachas
267			AmazonÝa	22	Orellana	2203	La Joya De Los Sachas	220355	San Carlos
267			AmazonÝa	22	Orellana	2201	Orellana	220161	Taracoa (cab. en Nueva Esperanza:Yuca)
268			Sierra	17	Pichincha	1701	Quito	170152	Amagua±a
268			Sierra	17	Pichincha	1705	Rumi?ahui	170550	Sangolqui
268			Sierra	17	Pichincha	1705	Rumi?ahui	170551	Cotogchoa
269			Sierra	17	Pichincha	1701	Quito	170150	Quito
269			Sierra	17	Pichincha	1703	Mej¦a	170353	Cutuglahua
269			Sierra	17	Pichincha	1703	Mej¦a	170356	Tambillo
269			Sierra	17	Pichincha	1703	Mej¦a	170351	Aloag
269			Sierra	17	Pichincha	1703	Mej¦a	170357	Uyumbicho
269			Sierra	17	Pichincha	1703	Mej¦a	170352	Aloasi
270			Sierra	17	Pichincha	1701	Quito	170152	Amagua±a
270			Sierra	17	Pichincha	1703	Mej¦a	170353	Cutuglahua
270			Sierra	17	Pichincha	1703	Mej¦a	170356	Tambillo
270			Sierra	17	Pichincha	1703	Mej¦a	170357	Uyumbicho
270			Sierra	17	Pichincha	1703	Mej¦a	170352	Aloasi
270			Sierra	17	Pichincha	1703	Mej¦a	170350	Machachi
271	170351	Aloag	Sierra	17	Pichincha	1703	Mej¦a	170351	Aloag
272			Sierra	17	Pichincha	1701	Quito	170152	Amagua±a
272			Sierra	17	Pichincha	1705	Rumi?ahui	170551	Cotogchoa
272			Sierra	17	Pichincha	1703	Mej¦a	170353	Cutuglahua
272			Sierra	17	Pichincha	1703	Mej¦a	170356	Tambillo
272			Sierra	17	Pichincha	1703	Mej¦a	170357	Uyumbicho
272			Sierra	17	Pichincha	1703	Mej¦a	170352	Aloasi
272			Sierra	17	Pichincha	1703	Mej¦a	170350	Machachi
273			AmazonÝa	15	Napo	1507	Quijos	150754	San Francisco de Borja (Virgilio Davila)
273			AmazonÝa	15	Napo	1507	Quijos	150756	Sumaco
273			AmazonÝa	15	Napo	1507	Quijos	150750	Baeza
274			Sierra	17	Pichincha	1706	Santo Domingo	170651	Alluriquin
274			Sierra	05	Cotopaxi	0507	Sigchos	050753	Las Pampas
275			Sierra	17	Pichincha	1703	Mej¦a	170356	Tambillo
275			Sierra	17	Pichincha	1703	Mej¦a	170351	Aloag
275			Sierra	17	Pichincha	1703	Mej¦a	170352	Aloasi
275			Sierra	17	Pichincha	1703	Mej¦a	170350	Machachi
275			Sierra	17	Pichincha	1703	Mej¦a	170354	Chaupi
276			Costa	13	Manabi	1305	Flavio Alfaro	130550	Flavio Alfaro
276			Costa	13	Manabi	1303	Chone	130355	Eloy Alfaro
276			Costa	13	Manabi	1305	Flavio Alfaro	130552	Zapallo
276			Costa	13	Manabi	1303	Chone	130356	Ricaurte
277	220251	Capitan Augusto Rivadeneyra	AmazonÝa	22	Orellana	2202	Aguarico	220251	Capitan Augusto Rivadeneyra
278			Galßpagos	20	Gal?pagos	2003	Bellavista	200351	Isla San Salvador (Santiago James)
278			Galßpagos	20	Gal?pagos	2003	Bellavista	200351	Isla Rabida (Jervis)
278									
279			AmazonÝa	22	Orellana	2201	Orellana	220161	Taracoa (cab. en Nueva Esperanza:Yuca)
279			AmazonÝa	22	Orellana	2201	Orellana	220152	Dayuma
280			Galßpagos	20	Gal?pagos	2003	Bellavista	200351	Isla Baltra
280			Galßpagos	20	Gal?pagos	2003	Santa Cruz	200350	Puerto Ayora
280									
281			AmazonÝa	15	Napo	1507	Quijos	150756	Sumaco
281			AmazonÝa	15	Napo	1503	Archidona	150352	Cotundo
282			Costa	13	Manabi	1314	Sucre	131451	Canoa
282			Costa	13	Manabi	1314	Sucre	131458	San Vicente
283			AmazonÝa	15	Napo	1507	Quijos	150754	San Francisco de Borja (Virgilio Davila)
283			AmazonÝa	15	Napo	1507	Quijos	150750	Baeza
283			AmazonÝa	15	Napo	1507	Quijos	150751	Cosanga
284			Sierra	17	Pichincha	1701	Quito	170176	Pintag
284			Sierra	17	Pichincha	1703	Mej¦a	170350	Machachi
284			Sierra	05	Cotopaxi	0501	Latacunga	050156	Mulalo
285	150350	Archidona	AmazonÝa	15	Napo	1503	Archidona	150350	Archidona
286	050750	Sigchos	Sierra	05	Cotopaxi	0507	Sigchos	050750	Sigchos
287			AmazonÝa	15	Napo	1503	Archidona	150352	Cotundo
287			AmazonÝa	15	Napo	1507	Quijos	150751	Cosanga
288			Costa	13	Manabi	1303	Chone	130350	Chone
288			Costa	13	Manabi	1311	Pichincha	131151	Barraganete
289			Costa	13	Manabi	1303	Chone	130351	Boyaca
289			Costa	13	Manabi	1303	Chone	130357	San Antonio
290			Costa	13	Manabi	1303	Chone	130350	Chone
290			Costa	13	Manabi	1303	Chone	130356	Ricaurte
291			Sierra	17	Pichincha	1703	Mej¦a	170355	Manuel Cornejo Astorga
291			Sierra	17	Pichincha	1703	Mej¦a	170351	Aloag
291			Sierra	17	Pichincha	1703	Mej¦a	170354	Chaupi
292			Costa	90	No Delimitada	9003	Manga de Cura	900351	El Paraiso (La Catorce)
292			Costa	12	Los R¦os	1210	Buena Fe	121050	San Jacinto de Buena F?
293	200350	Puerto Ayora	Galßpagos	20	Gal?pagos	2003	Santa Cruz	200350	Puerto Ayora
294			AmazonÝa	15	Napo	1503	Archidona	150352	Cotundo
294			AmazonÝa	15	Napo	1507	Quijos	150751	Cosanga
295	220152	Dayuma	AmazonÝa	22	Orellana	2201	Orellana	220152	Dayuma
296			Costa	12	Los R¦os	1210	Buena Fe	121050	San Jacinto de Buena F?
296			Costa	12	Los R¦os	1211	Valencia	121150	Valencia
297	121150	Valencia	Costa	12	Los R¦os	1211	Valencia	121150	Valencia
298			AmazonÝa	22	Orellana	2204	Loreto	220453	San JosÚ de Payamino
298			AmazonÝa	22	Orellana	2204	Loreto	220452	Puerto Murialdo
298			AmazonÝa	15	Napo	1501	Tena	150153	Chontapunta
299	220255	Yasuni	AmazonÝa	22	Orellana	2202	Aguarico	220255	Yasuni
300			AmazonÝa	15	Napo	1501	Tena	150153	Chontapunta
300			AmazonÝa	22	Orellana	2204	Loreto	220454	San JosÚ de Dahuano
301			AmazonÝa	15	Napo	1503	Archidona	150352	Cotundo
301			AmazonÝa	22	Orellana	2204	Loreto	220455	San Vicente de Huaticocha
301			AmazonÝa	22	Orellana	2204	Loreto	220451	Avila (cab. en Huiruno)
301			AmazonÝa	22	Orellana	2204	Loreto	220454	San JosÚ de Dahuano
302	220253	Santa MarÝa de Huiririma	AmazonÝa	22	Orellana	2202	Aguarico	220253	Santa MarÝa de Huiririma
303			AmazonÝa	22	Orellana	2204	Loreto	220451	Avila (cab. en Huiruno)
303			AmazonÝa	22	Orellana	2204	Loreto	220454	San JosÚ de Dahuano
304			Costa	12	Los R¦os	1211	Valencia	121150	Valencia
304			Sierra	05	Cotopaxi	0502	La Mana	050252	Pucayacu
304			Sierra	05	Cotopaxi	0502	La Mana	050251	Guasaganda (cab. en Guasaganda Centro)
305			Costa	13	Manabi	1303	Chone	130357	San Antonio
305			Costa	13	Manabi	1315	Tosagua	131550	Tosagua
305			Costa	13	Manabi	1315	Tosagua	131551	Bachillero
306			Costa	13	Manabi	1314	Sucre	131450	BahÝa De Caraquez
306									
307	050156	Mulalo	Sierra	05	Cotopaxi	0501	Latacunga	050156	Mulalo
308			Galßpagos	20	Gal?pagos	2003	Bellavista	200351	Isla Pinzon (Duncan)
308									
309	220252	Cononaco	AmazonÝa	22	Orellana	2202	Aguarico	220252	Cononaco
310			AmazonÝa	22	Orellana	2204	Loreto	220453	San JosÚ de Payamino
310			AmazonÝa	22	Orellana	2204	Loreto	220451	Avila (cab. en Huiruno)
310			AmazonÝa	22	Orellana	2204	Loreto	220450	Loreto
311			Sierra	17	Pichincha	1703	Mej¦a	170354	Chaupi
311			Sierra	05	Cotopaxi	0501	Latacunga	050159	San Juan de Pastocalle
311			Sierra	05	Cotopaxi	0501	Latacunga	050162	Toacaso
311			Sierra	05	Cotopaxi	0501	Latacunga	050161	Tanicuchi
312			Sierra	05	Cotopaxi	0507	Sigchos	050750	Sigchos
312			Sierra	05	Cotopaxi	0501	Latacunga	050162	Toacaso
312			Sierra	05	Cotopaxi	0501	Latacunga	050157	11 de Noviembre (Illinchisi)
312			Sierra	05	Cotopaxi	0501	Latacunga	050153	Guaitacama (Guaytacama)
312			Sierra	05	Cotopaxi	0506	Saquisili	050653	Cochapamba
313	131151	Barraganete	Costa	13	Manabi	1311	Pichincha	131151	Barraganete
314	220454	San JosÚ de Dahuano	AmazonÝa	22	Orellana	2204	Loreto	220454	San JosÚ de Dahuano
315	131550	Tosagua	Costa	13	Manabi	1315	Tosagua	131550	Tosagua
316			AmazonÝa	22	Orellana	2202	Aguarico	220253	Santa MarÝa de Huiririma
316			AmazonÝa	22	Orellana	2202	Aguarico	220254	Tiputini
317	220250	Nuevo Rocafuerte	AmazonÝa	22	Orellana	2202	Aguarico	220250	Nuevo Rocafuerte
318			Sierra	05	Cotopaxi	0501	Latacunga	050156	Mulalo
318			Sierra	05	Cotopaxi	0501	Latacunga	050159	San Juan de Pastocalle
318			Sierra	05	Cotopaxi	0501	Latacunga	050162	Toacaso
318			Sierra	05	Cotopaxi	0501	Latacunga	050161	Tanicuchi
319			Sierra	05	Cotopaxi	0502	La Mana	050251	Guasaganda (cab. en Guasaganda Centro)
319			Sierra	05	Cotopaxi	0507	Sigchos	050751	Chucchilan (Chugchilan)
320	131453	Charapoto	Costa	13	Manabi	1314	Sucre	131453	Charapoto
321			Costa	13	Manabi	1303	Chone	130357	San Antonio
321			Costa	13	Manabi	1315	Tosagua	131550	Tosagua
321			Costa	13	Manabi	1315	Tosagua	131551	Bachillero
321			Costa	13	Manabi	1303	Chone	130352	Canuto
321			Costa	13	Manabi	1315	Tosagua	131552	La Estancilla
322			Galßpagos	20	Gal?pagos	2001	San Cristobal	200150	Puerto Baquerizo Moreno
322									
323			Sierra	05	Cotopaxi	0507	Sigchos	050750	Sigchos
323			Sierra	05	Cotopaxi	0501	Latacunga	050162	Toacaso
323			Sierra	05	Cotopaxi	0501	Latacunga	050157	11 de Noviembre (Illinchisi)
323			Sierra	05	Cotopaxi	0507	Sigchos	050751	Chucchilan (Chugchilan)
323			Sierra	05	Cotopaxi	0506	Saquisili	050653	Cochapamba
324			Sierra	05	Cotopaxi	0501	Latacunga	050162	Toacaso
324			Sierra	05	Cotopaxi	0501	Latacunga	050153	Guaitacama (Guaytacama)
324			Sierra	05	Cotopaxi	0506	Saquisili	050653	Cochapamba
324			Sierra	05	Cotopaxi	0506	Saquisili	050650	Saquisili
325			Costa	13	Manabi	1303	Chone	130350	Chone
325			Costa	13	Manabi	1303	Chone	130352	Canuto
326			Sierra	05	Cotopaxi	0502	La Mana	050251	Guasaganda (cab. en Guasaganda Centro)
326			Sierra	05	Cotopaxi	0507	Sigchos	050751	Chucchilan (Chugchilan)
327	150154	Pano	AmazonÝa	15	Napo	1501	Tena	150154	Pano
328			Sierra	05	Cotopaxi	0506	Saquisili	050653	Cochapamba
328			Sierra	05	Cotopaxi	0506	Saquisili	050650	Saquisili
328			Sierra	05	Cotopaxi	0504	Pujili	050453	Guangaje
328			Sierra	05	Cotopaxi	0501	Latacunga	050158	Paolo
329	131150	Pichincha	Costa	13	Manabi	1311	Pichincha	131150	Pichincha
330			Costa	13	Manabi	1315	Tosagua	131550	Tosagua
330			Costa	13	Manabi	1315	Tosagua	131552	La Estancilla
330			Costa	13	Manabi	1302	Bolivar	130250	Calceta
330			Costa	13	Manabi	1312	Rocafuerte	131250	Rocafuerte
330			Costa	13	Manabi	1307	Junin	130750	Junin
331			AmazonÝa	22	Orellana	2204	Loreto	220454	San JosÚ de Dahuano
331			AmazonÝa	15	Napo	1501	Tena	150155	Puerto Misahualli
331			AmazonÝa	15	Napo	1501	Tena	150151	Ahuano
332			Costa	13	Manabi	1301	Portoviejo	130153	Crucita
332			Costa	13	Manabi	1312	Rocafuerte	131250	Rocafuerte
332									
333			Costa	12	Los R¦os	1211	Valencia	121150	Valencia
333			Sierra	05	Cotopaxi	0502	La Mana	050251	Guasaganda (cab. en Guasaganda Centro)
333			Sierra	05	Cotopaxi	0502	La Mana	050250	La Mana
333			Sierra	05	Cotopaxi	0504	Pujili	050457	Tingo
334			Sierra	05	Cotopaxi	0501	Latacunga	050162	Toacaso
334			Sierra	05	Cotopaxi	0501	Latacunga	050153	Guaitacama (Guaytacama)
334			Sierra	05	Cotopaxi	0506	Saquisili	050653	Cochapamba
334			Sierra	05	Cotopaxi	0506	Saquisili	050650	Saquisili
334			Sierra	05	Cotopaxi	0506	Saquisili	050652	Chantilin
334			Sierra	05	Cotopaxi	0501	Latacunga	050158	Paolo
335			Sierra	05	Cotopaxi	0501	Latacunga	050156	Mulalo
335			Sierra	05	Cotopaxi	0501	Latacunga	050162	Toacaso
335			Sierra	05	Cotopaxi	0501	Latacunga	050161	Tanicuchi
335			Sierra	05	Cotopaxi	0501	Latacunga	050154	Joseguango Bajo
335			Sierra	05	Cotopaxi	0501	Latacunga	050151	Alaques (Alaquez)
335			Sierra	05	Cotopaxi	0506	Saquisili	050652	Chantilin
336			Costa	13	Manabi	1302	Bolivar	130250	Calceta
336			Costa	13	Manabi	1302	Bolivar	130251	Membrillo
